,Year,Jurisdiction,Month,Area (hectares),Number,ONI,Phase,DateTime,MeanNum,MeanArea,anomalyArea,anomalyNumber
250,1995,Manitoba,July,57393.9,90,-0.24,N,1995-07-01,96.83333333333333,65655.53333333334,-0.13448385664733487,-0.07318161729359109
251,1995,Manitoba,August,429.1,28,-0.54,L,1995-08-01,69.0,21649.239999999998,-3.9210356368909025,-0.9019019944220554
252,1995,New Brunswick,May,149.4,71,0.14,N,1995-05-01,101.36666666666666,324.7366666666666,-0.7763873247856157,-0.35606442897389373
253,1995,New Brunswick,June,130.6,116,-0.03,N,1995-06-01,48.666666666666664,407.5666666666666,-1.138065301639704,0.868595858066138
254,1995,New Brunswick,July,19.3,89,-0.24,N,1995-07-01,39.266666666666666,36.99666666666667,-0.6507227225849386,0.8182603871827633
255,1995,New Brunswick,August,107.3,156,-0.54,L,1995-08-01,47.3,32.88666666666667,1.18256134249917,1.1933457117516497
256,1995,Newfoundland and Labrador,May,112.9,23,0.14,N,1995-05-01,28.866666666666667,340.4933333333334,-1.1038930751918627,-0.22719331097113013
257,1995,Newfoundland and Labrador,June,47.8,20,-0.03,N,1995-06-01,23.233333333333334,3956.4066666666668,-4.416065845400388,-0.1498557555443775
258,1995,Newfoundland and Labrador,July,32.7,14,-0.24,N,1995-07-01,15.266666666666667,5015.961599999999,-5.033005348877853,-0.08661447283677105
259,1995,Newfoundland and Labrador,August,498.4,23,-0.54,L,1995-08-01,16.433333333333334,4493.5539393333365,-2.1989962234105636,0.3361824235486149
260,1995,Northwest Territories,May,69031.91,24,0.14,N,1995-05-01,10.166666666666666,17611.68966666667,1.3660059942854397,0.8589394354026894
261,1995,Northwest Territories,June,2491437.67,79,-0.03,N,1995-06-01,74.3,296274.0203466667,2.129330429849144,0.06133690074330807
262,1995,Northwest Territories,July,28777.48,56,-0.24,N,1995-07-01,116.16666666666667,270865.54480666673,-2.2420294163149497,-0.7296742507973196
263,1995,Northwest Territories,August,253904.45,47,-0.54,L,1995-08-01,37.36666666666667,34038.66033333333,2.0094610678716025,0.22936856030005398
264,1995,Nova Scotia,May,204.66,145,0.14,N,1995-05-01,86.6,185.45746667033328,0.09852450008901592,0.5154339268521849
265,1995,Nova Scotia,June,30.79,49,-0.03,N,1995-06-01,33.53333333333333,148.04179999833335,-1.5703047043723493,0.37928032911309756
266,1995,Nova Scotia,July,4.23,26,-0.24,N,1995-07-01,30.866666666666667,34.10286666516667,-2.0871794541250757,-0.171580314962542
267,1995,Nova Scotia,August,14.4,36,-0.54,L,1995-08-01,28.566666666666666,28.31560000083334,-0.6761846829706173,0.23127840152048557
268,1995,Ontario,May,56938.5,230,0.14,N,1995-05-01,178.96666666666667,21420.913333643322,0.9776040345804214,0.2508797401627812
269,1995,Ontario,June,332496.8,900,-0.03,N,1995-06-01,214.43333333333334,73529.24666674131,1.508946995084155,1.4343958735754656
270,1995,Ontario,July,33676.5,150,-0.24,N,1995-07-01,273.73333333333335,45599.263333547664,-0.3030912966895448,-0.6015191023804131
271,1995,Ontario,August,188432.3,442,-0.54,L,1995-08-01,282.8,15268.00333374793,2.512979437952537,0.4465699480552804
276,1995,Quebec,May,363.7,139,0.14,N,1995-05-01,172.46666666666667,34188.71666666667,-4.543321594594217,-0.21573004795312725
277,1995,Quebec,June,451241.1,470,-0.03,N,1995-06-01,176.83333333333334,159924.09999999998,1.0373024587784894,0.9775250253181761
278,1995,Quebec,July,47192.1,170,-0.24,N,1995-07-01,126.86666666666666,64893.493333333354,-0.3185208561769037,0.2926617708563224
279,1995,Quebec,August,228797.5,367,-0.54,L,1995-08-01,114.7,13285.800000000001,2.8461415371824863,1.1630418239192453
280,1995,Saskatchewan,May,1125484.31,221,0.14,N,1995-05-01,132.0,82480.8007005367,2.6134031723026716,0.515360778931382
281,1995,Saskatchewan,June,518604.27,283,-0.03,N,1995-06-01,139.5,240441.73137799994,0.7686633277583657,0.7073822963818173
282,1995,Saskatchewan,July,4129.99,85,-0.24,N,1995-07-01,123.46666666666667,92916.68320466668,-3.113428226431143,-0.37331995761359815
283,1995,Saskatchewan,August,99.54,18,-0.54,L,1995-08-01,92.06666666666666,61460.80761933333,-6.425595402736122,-1.6321411944109172
284,1995,Yukon,May,1097.17,31,0.14,N,1995-05-01,17.133333333333333,14600.006000000001,-2.588287802291528,0.5929613206921365
285,1995,Yukon,June,252762.53,80,-0.03,N,1995-06-01,46.266666666666666,110718.75306666669,0.82545720158678,0.5476048752692873
286,1995,Yukon,July,7199.26,22,-0.24,N,1995-07-01,36.5,52139.65806666666,-1.9799476075367053,-0.50626980723013
287,1995,Yukon,August,0.39,6,-0.54,L,1995-08-01,15.9,7316.592333333331,-9.839508510188741,-0.9745596399981309
288,1996,Alberta,May,522.03,56,-0.31,N,1996-05-01,293.3,109081.34033333331,-5.342124067006086,-1.6558442852482562
289,1996,Alberta,June,533.69,106,-0.3,N,1996-06-01,246.3,43903.09533333333,-4.4099249592634795,-0.8431112110144251
290,1996,Alberta,July,775.27,86,-0.27,N,1996-07-01,262.4,27698.73566666666,-3.575930691553644,-1.1155227608164262
291,1996,Alberta,August,21.79,75,-0.33,N,1996-08-01,179.2,14241.275333333331,-6.482448591924281,-0.8710143870045196
292,1996,British Columbia,May,172.4,82,-0.31,N,1996-05-01,173.93333333333334,10548.055033333332,-4.113879406648758,-0.7519528367702654
293,1996,British Columbia,June,12766.5,155,-0.3,N,1996-06-01,213.46666666666667,16654.6782,-0.26586659733092394,-0.3200555755352033
294,1996,British Columbia,July,6324.4,452,-0.27,N,1996-07-01,490.9,97810.56520000003,-2.7386174313821035,-0.08255826123177556
295,1996,British Columbia,August,1077.5,489,-0.33,N,1996-08-01,646.1333333333333,39134.222799999996,-3.5923538046029933,-0.2786433913593342
296,1996,Manitoba,May,2587.4,77,-0.31,N,1996-05-01,61.733333333333334,11219.75666666667,-1.4670227018948456,0.2209813883097145
297,1996,Manitoba,June,40539.6,103,-0.3,N,1996-06-01,81.1,113683.52999999998,-1.0311392612057895,0.23904602710826853
298,1996,Manitoba,July,51528.1,155,-0.27,N,1996-07-01,96.83333333333333,65655.53333333334,-0.24229459261346126,0.47043382929539046
299,1996,Manitoba,August,16851.3,59,-0.33,N,1996-08-01,69.0,21649.239999999998,-0.2505425447485735,-0.15656906069153992
300,1996,New Brunswick,May,89.9,75,-0.31,N,1996-05-01,101.36666666666666,324.7366666666666,-1.2843166560067578,-0.30125619247889873
301,1996,New Brunswick,June,1518.9,129,-0.3,N,1996-06-01,48.666666666666664,407.5666666666666,1.3155371491619388,0.9748180713214454
302,1996,New Brunswick,July,3.7,11,-0.27,N,1996-07-01,39.266666666666666,36.99666666666667,-2.3024949988456,-1.2724807097510062
303,1996,New Brunswick,August,199.4,74,-0.33,N,1996-08-01,47.3,32.88666666666667,1.8022455503902552,0.4475547977062826
304,1996,Newfoundland and Labrador,May,44.6,23,-0.31,N,1996-05-01,28.866666666666667,340.4933333333334,-2.0326616873214607,-0.22719331097113013
305,1996,Newfoundland and Labrador,June,6341.6,12,-0.3,N,1996-06-01,23.233333333333334,3956.4066666666668,0.471794896625148,-0.6606813793103682
306,1996,Newfoundland and Labrador,July,43.1,4,-0.27,N,1996-07-01,15.266666666666667,5015.961599999999,-4.756857429671358,-1.3393774413321389
307,1996,Newfoundland and Labrador,August,74822.7,48,-0.33,N,1996-08-01,16.433333333333334,4493.5539393333365,2.812477402975083,1.071889218527356
308,1996,Northwest Territories,May,2014.01,11,-0.31,N,1996-05-01,10.166666666666666,17611.68966666667,-2.168435107649185,0.07878087785311438
309,1996,Northwest Territories,June,281701.6,182,-0.3,N,1996-06-01,74.3,296274.0203466667,-0.05043641583398236,0.895895735353082
310,1996,Northwest Territories,July,86436.9,134,-0.27,N,1996-07-01,116.16666666666667,270865.54480666673,-1.1422078851651705,0.14281385841844252
311,1996,Northwest Territories,August,1390.71,22,-0.33,N,1996-08-01,37.36666666666667,34038.66033333333,-3.1976825391707084,-0.5297365880516887
312,1996,Nova Scotia,May,95.1,66,-0.31,N,1996-05-01,86.6,185.45746667033328,-0.6678965960182487,-0.2716450735419639
313,1996,Nova Scotia,June,59.85,45,-0.3,N,1996-06-01,33.53333333333333,148.04179999833335,-0.9056532343047761,0.2941225207727907
314,1996,Nova Scotia,July,0.37,9,-0.27,N,1996-07-01,30.866666666666667,34.10286666516667,-4.523633720527129,-1.2324522756478047
315,1996,Nova Scotia,August,3.34,20,-0.33,N,1996-08-01,28.566666666666666,28.31560000083334,-2.1374420825639633,-0.3565082633816334
316,1996,Ontario,May,1038.200001,241,-0.31,N,1996-05-01,178.96666666666667,21420.913333643322,-3.026879258028782,0.2975973647302408
317,1996,Ontario,June,424614.0,570,-0.3,N,1996-06-01,214.43333333333334,73529.24666674131,1.7534972800294306,0.9776374710797507
318,1996,Ontario,July,20414.3,198,-0.27,N,1996-07-01,273.73333333333335,45599.263333547664,-0.803655925753461,-0.3238873657821336
319,1996,Ontario,August,2595.6,144,-0.33,N,1996-08-01,282.8,15268.00333374793,-1.7719416494667817,-0.6749266344464172
324,1996,Quebec,May,384.8,163,-0.31,N,1996-05-01,172.46666666666667,34188.71666666667,-4.486927227795609,-0.056453780277056706
325,1996,Quebec,June,438669.1,706,-0.3,N,1996-06-01,176.83333333333334,159924.09999999998,1.0090460426318189,1.3844075681073138
326,1996,Quebec,July,192047.3,55,-0.27,N,1996-07-01,126.86666666666666,64893.493333333354,1.0849943339755896,-0.8358034809614685
327,1996,Quebec,August,60464.2,209,-0.33,N,1996-08-01,114.7,13285.800000000001,1.515355658665002,0.600014227829486
328,1996,Saskatchewan,May,526.02,62,-0.31,N,1996-05-01,132.0,82480.8007005367,-5.054981591629632,-0.7556675375412792
329,1996,Saskatchewan,June,5253.45,123,-0.3,N,1996-06-01,139.5,240441.73137799994,-3.8235927753815795,-0.12588024588900282
330,1996,Saskatchewan,July,6884.13,161,-0.27,N,1996-07-01,123.46666666666667,92916.68320466668,-2.602484449553109,0.26543315088054836
331,1996,Saskatchewan,August,312.26,53,-0.33,N,1996-08-01,92.06666666666666,61460.80761933333,-5.282318802053156,-0.5522210387549603
332,1996,Yukon,May,8.13,19,-0.31,N,1996-05-01,17.133333333333333,14600.006000000001,-7.493216295095528,0.10341309537343078
333,1996,Yukon,June,64997.87,72,-0.3,N,1996-06-01,46.266666666666666,110718.75306666669,-0.5326387296356081,0.44224435961146086
334,1996,Yukon,July,25360.91,44,-0.27,N,1996-07-01,36.5,52139.65806666666,-0.7207168382929467,0.1868773733298153
335,1996,Yukon,August,699.77,7,-0.33,N,1996-08-01,15.9,7316.592333333331,-2.3471482607068825,-0.8204089601708725
336,1997,Alberta,May,356.11,120,0.75,E,1997-05-01,293.3,109081.34033333331,-5.724609452612804,-0.8937042332013594
337,1997,Alberta,June,49.9,32,1.22,E,1997-06-01,246.3,43903.09533333333,-6.779719102552132,-2.040814402326766
338,1997,Alberta,July,212.55,143,1.6,E,1997-07-01,262.4,27698.73566666666,-4.869964792526273,-0.6070254268100266
339,1997,Alberta,August,60.12,79,1.9,E,1997-08-01,179.2,14241.275333333331,-5.467557175996036,-0.8190546480738086
340,1997,British Columbia,May,500.8,131,0.75,E,1997-05-01,173.93333333333334,10548.055033333332,-3.0474899450924617,-0.28347476083336687
341,1997,British Columbia,June,449.1,95,1.22,E,1997-06-01,213.46666666666667,16654.6782,-3.613200848822357,-0.809603800853909
342,1997,British Columbia,July,1144.6,172,1.6,E,1997-07-01,490.9,97810.56520000003,-4.447977368843092,-1.0487459642505537
343,1997,British Columbia,August,340.0,514,1.9,E,1997-08-01,646.1333333333333,39134.222799999996,-4.745807008970689,-0.2287826153790412
344,1997,Manitoba,May,943.2,83,0.75,E,1997-05-01,61.733333333333334,11219.75666666667,-2.476153142155486,0.29601657425262856
345,1997,Manitoba,June,7365.4,87,1.22,E,1997-06-01,81.1,113683.52999999998,-2.736625176012859,0.07022515753321651
346,1997,Manitoba,July,18738.2,102,1.6,E,1997-07-01,96.83333333333333,65655.53333333334,-1.2538576615788664,0.05198152566041482
347,1997,Manitoba,August,14637.8,83,1.9,E,1997-08-01,69.0,21649.239999999998,-0.391363125889275,0.18473410319933856
348,1997,New Brunswick,May,69.5,72,0.75,E,1997-05-01,101.36666666666666,324.7366666666666,-1.5416878449135862,-0.3420781869991539
349,1997,New Brunswick,June,34.5,68,1.22,E,1997-06-01,48.666666666666664,407.5666666666666,-2.4692451944447202,0.33451337213587995
350,1997,New Brunswick,July,38.1,77,1.6,E,1997-07-01,39.266666666666666,36.99666666666667,0.02938646363687687,0.6734294393043072
351,1997,New Brunswick,August,14.9,75,1.9,E,1997-08-01,47.3,32.88666666666667,-0.7917060941860691,0.4609778180384233
352,1997,Newfoundland and Labrador,May,61.4,15,0.75,E,1997-05-01,28.866666666666667,340.4933333333334,-1.7129857111943823,-0.6546373257980697
353,1997,Newfoundland and Labrador,June,8189.5,25,1.22,E,1997-06-01,23.233333333333334,3956.4066666666668,0.727516640024636,0.07328779576983215
354,1997,Newfoundland and Labrador,July,30.3,26,1.6,E,1997-07-01,15.266666666666667,5015.961599999999,-5.109232714265737,0.5324247355694525
355,1997,Newfoundland and Labrador,August,263.1,11,1.9,E,1997-08-01,16.433333333333334,4493.5539393333365,-2.83786500283756,-0.4014165195821642
356,1997,Northwest Territories,May,0.01,1,0.75,E,1997-05-01,10.166666666666666,17611.68966666667,-14.381488332146754,-2.319114394945256
357,1997,Northwest Territories,June,5539.24,17,1.22,E,1997-06-01,74.3,296274.0203466667,-3.9794274632683186,-1.4748976076674973
358,1997,Northwest Territories,July,120774.08,74,1.6,E,1997-07-01,116.16666666666667,270865.54480666673,-0.8077008601934308,-0.4509608483282992
359,1997,Northwest Territories,August,204.84,10,1.9,E,1997-08-01,37.36666666666667,34038.66033333333,-5.113023039658499,-1.3181939484159588
360,1997,Nova Scotia,May,336.96,77,0.75,E,1997-05-01,86.6,185.45746667033328,0.5971386633760172,-0.11749439371470562
361,1997,Nova Scotia,June,10.14,35,1.22,E,1997-06-01,33.53333333333333,148.04179999833335,-2.681006668145721,0.04280809249188465
362,1997,Nova Scotia,July,100.11,108,1.6,E,1997-07-01,30.866666666666667,34.10286666516667,1.07688813424813,1.2524543741401957
363,1997,Nova Scotia,August,15.39,59,1.9,E,1997-08-01,28.566666666666666,28.31560000083334,-0.6096949417017845,0.725296906970095
364,1997,Ontario,May,5004.8,180,0.75,E,1997-05-01,178.96666666666667,21420.913333643322,-1.453970251474179,0.005757282129796337
365,1997,Ontario,June,20649.2,425,1.22,E,1997-06-01,214.43333333333334,73529.24666674131,-1.2700066631687956,0.6840902791755719
366,1997,Ontario,July,12246.9,371,1.6,E,1997-07-01,273.73333333333335,45599.263333547664,-1.314618717682936,0.3040476661307663
367,1997,Ontario,August,413.7000012,423,1.9,E,1997-08-01,282.8,15268.00333374793,-3.608373555845777,0.40263224502386025
372,1997,Quebec,May,37.8,63,0.75,E,1997-05-01,172.46666666666667,34188.71666666667,-6.807341843961619,-1.0070692546922864
373,1997,Quebec,June,385457.4,436,1.22,E,1997-06-01,176.83333333333334,159924.09999999998,0.8797313533781779,0.9024345739631061
374,1997,Quebec,July,7419.2,143,1.6,E,1997-07-01,126.86666666666666,64893.493333333354,-2.1686761272235944,0.1197079640659679
375,1997,Quebec,August,63.7,146,1.9,E,1997-08-01,114.7,13285.800000000001,-5.340266512094054,0.24128659757301146
376,1997,Saskatchewan,May,1345.17,92,0.75,E,1997-05-01,132.0,82480.8007005367,-4.116045148357252,-0.3610133455373305
377,1997,Saskatchewan,June,569.45,52,1.22,E,1997-06-01,139.5,240441.73137799994,-6.045562075280211,-0.9868208826799929
378,1997,Saskatchewan,July,1197.25,150,1.6,E,1997-07-01,123.46666666666667,92916.68320466668,-4.351675951853065,0.19466407999234103
379,1997,Saskatchewan,August,685.64,168,1.9,E,1997-08-01,92.06666666666666,61460.80761933333,-4.495802267527674,0.6014510270961769
380,1997,Yukon,May,81.35,23,0.75,E,1997-05-01,17.133333333333333,14600.006000000001,-5.190016384990201,0.29446833213614004
381,1997,Yukon,June,12.49,34,1.22,E,1997-06-01,46.266666666666666,110718.75306666669,-9.089820184608204,-0.308061234788433
382,1997,Yukon,July,11368.74,37,1.6,E,1997-07-01,36.5,52139.65806666666,-1.5230583668192093,0.013605652055778678
383,1997,Yukon,August,2.05,13,1.9,E,1997-08-01,15.9,7316.592333333331,-8.18006017717998,-0.2013697517646492
384,1998,Alberta,May,349600.58,402,0.45,N,1998-05-01,293.3,109081.34033333331,1.1646974572993598,0.3152561126356156
385,1998,Alberta,June,27747.45,261,-0.13,N,1998-06-01,246.3,43903.09533333333,-0.4588408822492353,0.05797010219620111
386,1998,Alberta,July,722.71,186,-0.78,L,1998-07-01,262.4,27698.73566666666,-3.6461340121377286,-0.3441233833567327
387,1998,Alberta,August,347172.87,533,-1.12,L,1998-08-01,179.2,14241.275333333331,3.193678378433559,1.0900189236250144
388,1998,British Columbia,May,1402.739,259,0.45,N,1998-05-01,173.93333333333334,10548.055033333332,-2.017514732017456,0.39815597766501937
389,1998,British Columbia,June,654.708,143,-0.13,N,1998-06-01,213.46666666666667,16654.6782,-3.2362570942065583,-0.40063606219454273
390,1998,British Columbia,July,47502.518,674,-0.78,L,1998-07-01,490.9,97810.56520000003,-0.7222498796740536,0.3169896698483002
391,1998,British Columbia,August,22734.168,870,-1.12,L,1998-08-01,646.1333333333333,39134.222799999996,-0.5431283565489292,0.29748733081442313
392,1998,Manitoba,May,245.8,51,0.45,N,1998-05-01,61.733333333333334,11219.75666666667,-3.8209132942467128,-0.1909984008196435
393,1998,Manitoba,June,174508.6,52,-0.13,N,1998-06-01,81.1,113683.52999999998,0.4285554887129614,-0.4444392425399398
394,1998,Manitoba,July,111672.7,136,-0.78,L,1998-07-01,96.83333333333333,65655.53333333334,0.5311503889995364,0.33966359811219593
395,1998,Manitoba,August,42853.2,106,-1.12,L,1998-08-01,69.0,21649.239999999998,0.6828099714623835,0.42933258951480774
396,1998,New Brunswick,May,163.7,61,0.45,N,1998-05-01,101.36666666666666,324.7366666666666,-0.6849791131072435,-0.507870441841898
397,1998,New Brunswick,June,3.3,29,-0.13,N,1998-06-01,48.666666666666664,407.5666666666666,-4.8162820500096,-0.5176985030537526
398,1998,New Brunswick,July,15.7,44,-0.78,L,1998-07-01,39.266666666666666,36.99666666666667,-0.8571671061415163,0.11381365136888445
399,1998,New Brunswick,August,19.0,73,-1.12,L,1998-08-01,47.3,32.88666666666667,-0.5486283279710422,0.43394914565050396
400,1998,Newfoundland and Labrador,May,918.2,94,0.45,N,1998-05-01,28.866666666666667,340.4933333333334,0.9920196854676426,1.1806072553697242
401,1998,Newfoundland and Labrador,June,33105.4,55,-0.13,N,1998-06-01,23.233333333333334,3956.4066666666668,2.124360205155106,0.8617451561341024
402,1998,Newfoundland and Labrador,July,6117.2,11,-0.78,L,1998-07-01,15.266666666666667,5015.961599999999,0.19847932769290774,-0.327776529653659
403,1998,Newfoundland and Labrador,August,20.4,18,-1.12,L,1998-08-01,16.433333333333334,4493.5539393333365,-5.394864290033636,0.09105996551562989
404,1998,Northwest Territories,May,14035.62,24,0.45,N,1998-05-01,10.166666666666666,17611.68966666667,-0.22696448306228287,0.8589394354026894
405,1998,Northwest Territories,June,306511.26,76,-0.13,N,1998-06-01,74.3,296274.0203466667,0.03396972155733912,0.022622388562617647
406,1998,Northwest Territories,July,1077845.83,228,-0.78,L,1998-07-01,116.16666666666667,270865.54480666673,1.381097173264659,0.6743196874219719
407,1998,Northwest Territories,August,60566.6,69,-1.12,L,1998-08-01,37.36666666666667,34038.66033333333,0.5762466387472337,0.6133274631872548
408,1998,Nova Scotia,May,108.49,91,0.45,N,1998-05-01,86.6,185.45746667033328,-0.5361675627352341,0.04955969094846073
409,1998,Nova Scotia,June,23.45,45,-0.13,N,1998-06-01,33.53333333333333,148.04179999833335,-1.8426241714164697,0.2941225207727907
410,1998,Nova Scotia,July,11.5,19,-0.78,L,1998-07-01,30.866666666666667,34.10286666516667,-1.0870344118140578,-0.4852378738175836
411,1998,Nova Scotia,August,40.23,61,-1.12,L,1998-08-01,28.566666666666666,28.31560000083334,0.3512000964091245,0.758633327237687
412,1998,Ontario,May,24542.4,463,0.45,N,1998-05-01,178.96666666666667,21420.913333643322,0.1360345306087283,0.9505274853258199
413,1998,Ontario,June,34159.0,254,-0.13,N,1998-06-01,214.43333333333334,73529.24666674131,-0.7666571464180986,0.16933537726969158
414,1998,Ontario,July,69189.7,710,-0.78,L,1998-07-01,273.73333333333335,45599.263333547664,0.41696044619084327,0.9531105735586922
415,1998,Ontario,August,1678.200001,477,-1.12,L,1998-08-01,282.8,15268.00333374793,-2.2080375621819495,0.5227765568659235
420,1998,Quebec,May,27626.7,279,0.45,N,1998-05-01,172.46666666666667,34188.71666666667,-0.21311297119898157,0.4810078007375466
421,1998,Quebec,June,277909.2,112,-0.13,N,1998-06-01,176.83333333333334,159924.09999999998,0.5525951139516838,-0.4567087980908336
422,1998,Quebec,July,112254.5,106,-0.78,L,1998-07-01,126.86666666666666,64893.493333333354,0.5480212530270238,-0.17969757208187218
423,1998,Quebec,August,217.9,171,-1.12,L,1998-08-01,114.7,13285.800000000001,-4.110414832721597,0.3993435323673348
424,1998,Saskatchewan,May,207488.9,292,0.45,N,1998-05-01,132.0,82480.8007005367,0.9225122967879512,0.7939518796819108
425,1998,Saskatchewan,June,169808.05,216,-0.13,N,1998-06-01,139.5,240441.73137799994,-0.34780909754880784,0.43721380642274466
426,1998,Saskatchewan,July,201841.59,354,-0.78,L,1998-07-01,123.46666666666667,92916.68320466668,0.7757799697348815,1.0533256990298598
427,1998,Saskatchewan,August,453815.75,219,-1.12,L,1998-08-01,92.06666666666666,61460.80761933333,1.9992915814784245,0.8665587775094188
428,1998,Yukon,May,66482.63,44,0.45,N,1998-05-01,17.133333333333333,14600.006000000001,1.515918770861732,0.9431637501252516
429,1998,Yukon,June,2415.53,36,-0.13,N,1998-06-01,46.266666666666666,110718.75306666669,-3.82507450503949,-0.25090282094848443
430,1998,Yukon,July,261645.68,73,-0.78,L,1998-07-01,36.5,52139.65806666666,1.6130653715772048,0.6931471805599453
431,1998,Yukon,August,13122.52,35,-1.12,L,1998-08-01,15.9,7316.592333333331,0.584185146894825,0.7890289522632278
432,1999,Alberta,May,36135.36,119,-1.02,L,1999-05-01,293.3,109081.34033333331,-1.1048219581941288,-0.902072482871876
433,1999,Alberta,June,26177.56,207,-1.04,L,1999-06-01,246.3,43903.09533333333,-0.5170822711059202,-0.17383151186112325
434,1999,Alberta,July,52406.89,275,-1.1,L,1999-07-01,262.4,27698.73566666666,0.6376513028838181,0.04690104059663738
435,1999,Alberta,August,1708.2,427,-1.11,L,1999-08-01,179.2,14241.275333333331,-2.1207042773687625,0.8682815126877944
436,1999,British Columbia,May,236.063,83,-1.02,L,1999-05-01,173.93333333333334,10548.055033333332,-3.799598046324783,-0.7398314762379204
437,1999,British Columbia,June,1604.554,118,-1.04,L,1999-06-01,213.46666666666667,16654.6782,-2.339845313588122,-0.5927960679887851
438,1999,British Columbia,July,2644.284,168,-1.1,L,1999-07-01,490.9,97810.56520000003,-3.6106322706042913,-1.0722764616607479
439,1999,British Columbia,August,3853.28,522,-1.11,L,1999-08-01,646.1333333333333,39134.222799999996,-2.318072613948872,-0.2133382929515675
440,1999,Manitoba,May,34930.6,104,-1.02,L,1999-05-01,61.733333333333334,11219.75666666667,1.1356870234862697,0.5215668655974033
441,1999,Manitoba,June,24762.9,115,-1.04,L,1999-06-01,81.1,113683.52999999998,-1.5240719700306888,0.349249167241883
442,1999,Manitoba,July,7269.6,125,-1.1,L,1999-07-01,96.83333333333333,65655.53333333334,-2.2007206131496067,0.255322449678445
443,1999,Manitoba,August,25227.8,112,-1.11,L,1999-08-01,69.0,21649.239999999998,0.15297621116435428,0.4843923666978352
444,1999,New Brunswick,May,350.5,180,-1.02,L,1999-05-01,101.36666666666666,324.7366666666666,0.07634610899031212,0.5742125448750012
445,1999,New Brunswick,June,926.5,210,-1.04,L,1999-06-01,48.666666666666664,407.5666666666666,0.8212095272433799,1.462113197677242
446,1999,New Brunswick,July,50.6,80,-1.1,L,1999-07-01,39.266666666666666,36.99666666666667,0.3131237577976413,0.7116506521245051
447,1999,New Brunswick,August,12.5,40,-1.11,L,1999-08-01,47.3,32.88666666666667,-0.9673386628292271,-0.16763084138395096
448,1999,Newfoundland and Labrador,May,2880.3,66,-1.02,L,1999-05-01,28.866666666666667,340.4933333333334,2.135254188024209,0.8269672151261458
449,1999,Newfoundland and Labrador,June,35730.8,66,-1.04,L,1999-06-01,23.233333333333334,3956.4066666666668,2.2006768560173366,1.044066712928057
450,1999,Newfoundland and Labrador,July,399.4,20,-1.1,L,1999-07-01,15.266666666666667,5015.961599999999,-2.530417005799346,0.27006047110196135
451,1999,Newfoundland and Labrador,August,1.6,10,-1.11,L,1999-08-01,16.433333333333334,4493.5539393333365,-7.940395561638071,-0.49672669938648917
452,1999,Northwest Territories,May,7802.01,3,-1.02,L,1999-05-01,10.166666666666666,17611.68966666667,-0.8141814743702468,-1.2205021062771466
453,1999,Northwest Territories,June,412386.78,70,-1.04,L,1999-06-01,74.3,296274.0203466667,0.33067692487154393,-0.059615709674354464
454,1999,Northwest Territories,July,109823.67,39,-1.1,L,1999-07-01,116.16666666666667,270865.54480666673,-0.9027464735211495,-1.0914642954028226
455,1999,Northwest Territories,August,18643.23,53,-1.11,L,1999-08-01,37.36666666666667,34038.66033333333,-0.6020138697632738,0.3495128721421173
456,1999,Nova Scotia,May,74.15,129,-1.02,L,1999-05-01,86.6,185.45746667033328,-0.9167354969856523,0.3985125887932828
457,1999,Nova Scotia,June,150.2,97,-1.04,L,1999-06-01,33.53333333333333,148.04179999833335,0.014473073021276093,1.0621710095058536
458,1999,Nova Scotia,July,52.93,89,-1.1,L,1999-07-01,30.866666666666667,34.10286666516667,0.439588838686634,1.0589595167481158
459,1999,Nova Scotia,August,2.31,24,-1.11,L,1999-08-01,28.566666666666666,28.31560000083334,-2.50616536501887,-0.17418670658767874
460,1999,Ontario,May,218562.7,234,-1.02,L,1999-05-01,178.96666666666667,21420.913333643322,2.322705226490257,0.2681215465972872
461,1999,Ontario,June,14236.1,154,-1.04,L,1999-06-01,214.43333333333334,73529.24666674131,-1.641902248836948,-0.3310462873352159
462,1999,Ontario,July,298.0000005,217,-1.1,L,1999-07-01,273.73333333333335,45599.263333547664,-5.030553352222668,-0.23225704293620933
463,1999,Ontario,August,21241.9,196,-1.11,L,1999-08-01,282.8,15268.00333374793,0.33021629300196226,-0.36662527479190055
468,1999,Quebec,May,8657.4,311,-1.02,L,1999-05-01,172.46666666666667,34188.71666666667,-1.3734812210558955,0.5895889310954151
469,1999,Quebec,June,87917.9,197,-1.04,L,1999-06-01,176.83333333333334,159924.09999999998,-0.5982959032226227,0.1079960593520604
470,1999,Quebec,July,244.2,140,-1.1,L,1999-07-01,126.86666666666666,64893.493333333354,-5.582515079184186,0.09850575641536485
471,1999,Quebec,August,295.2,165,-1.11,L,1999-08-01,114.7,13285.800000000001,-3.806797981945854,0.3636254497652555
472,1999,Saskatchewan,May,24794.86,100,-1.02,L,1999-05-01,132.0,82480.8007005367,-1.2019291738505447,-0.2776317365982795
473,1999,Saskatchewan,June,17383.81,158,-1.04,L,1999-06-01,139.5,240441.73137799994,-2.6269384657144617,0.12453043176554651
474,1999,Saskatchewan,July,134075.4,252,-1.1,L,1999-07-01,123.46666666666667,92916.68320466668,0.36669911617570217,0.7134578734075088
475,1999,Saskatchewan,August,3715.8,158,-1.11,L,1999-08-01,92.06666666666666,61460.80761933333,-2.80580569899446,0.5400820807198848
