,Year,Jurisdiction,Month,Area (hectares),Number,ONI,Phase,DateTime,MeanNum,MeanArea,anomalyArea,anomalyNumber
476,1999,Yukon,May,3124.95,10,-1.02,L,1999-05-01,17.133333333333333,14600.006000000001,-1.5416036566127471,-0.538440790798964
477,1999,Yukon,June,170131.26,49,-1.04,L,1999-06-01,46.266666666666666,110718.75306666669,0.4295770270042849,0.05739853870603221
478,1999,Yukon,July,8901.32,36,-1.1,L,1999-07-01,36.5,52139.65806666666,-1.7677262701516276,-0.013793322132335873
479,1999,Yukon,August,12658.54,61,-1.11,L,1999-08-01,15.9,7316.592333333331,0.5481873948629029,1.3445547549471255
480,2000,Alberta,May,732.37,104,-0.71,L,2000-05-01,293.3,109081.34033333331,-5.003563273763636,-1.0368050768420327
481,2000,Alberta,June,6422.04,242,-0.64,L,2000-06-01,246.3,43903.09533333333,-1.9222490020903191,-0.017612578969805857
482,2000,Alberta,July,1376.31,163,-0.55,L,2000-07-01,262.4,27698.73566666666,-3.001980763514247,-0.4761198562631716
483,2000,Alberta,August,2175.6,66,-0.51,L,2000-08-01,179.2,14241.275333333331,-1.878839973332004,-0.9988477585144044
484,2000,British Columbia,May,360.46,81,-0.71,L,2000-05-01,173.93333333333334,10548.055033333332,-3.3763157713136915,-0.7642229293620796
485,2000,British Columbia,June,11707.895,129,-0.64,L,2000-06-01,213.46666666666667,16654.6782,-0.3524277493713411,-0.5036682880927779
486,2000,British Columbia,July,1418.504,392,-0.55,L,2000-07-01,490.9,97810.56520000003,-4.233429804693008,-0.22497860127354427
487,2000,British Columbia,August,2796.383,603,-0.51,L,2000-08-01,646.1333333333333,39134.222799999996,-2.638670551206288,-0.0690886841070208
488,2000,Manitoba,May,0.0,0,-0.71,L,2000-05-01,61.733333333333334,11219.75666666667,-inf,-inf
489,2000,Manitoba,June,0.0,0,-0.64,L,2000-06-01,81.1,113683.52999999998,-inf,-inf
490,2000,Manitoba,July,0.0,0,-0.55,L,2000-07-01,96.83333333333333,65655.53333333334,-inf,-inf
491,2000,Manitoba,August,0.0,0,-0.51,L,2000-08-01,69.0,21649.239999999998,-inf,-inf
492,2000,New Brunswick,May,94.2,70,-0.71,L,2000-05-01,101.36666666666666,324.7366666666666,-1.2375944159020151,-0.37024906396585017
493,2000,New Brunswick,June,156.4,76,-0.64,L,2000-06-01,48.666666666666664,407.5666666666666,-0.9577876903708238,0.4457390072461043
494,2000,New Brunswick,July,14.4,40,-0.55,L,2000-07-01,39.266666666666666,36.99666666666667,-0.9435996119138236,0.018503471564559726
495,2000,New Brunswick,August,12.8,44,-0.51,L,2000-08-01,47.3,32.88666666666667,-0.943622136211911,-0.07232066157962601
496,2000,Newfoundland and Labrador,May,28.7,34,-0.71,L,2000-05-01,28.866666666666667,340.4933333333334,-2.4734984235819035,0.16367299771588165
497,2000,Newfoundland and Labrador,June,14.0,44,-0.64,L,2000-06-01,23.233333333333334,3956.4066666666668,-5.644034155282539,0.6386016048198926
498,2000,Newfoundland and Labrador,July,3.1,9,-0.55,L,2000-07-01,15.266666666666667,5015.961599999999,-7.38897831528996,-0.5284472251158103
499,2000,Newfoundland and Labrador,August,175.5,15,-0.51,L,2000-08-01,16.433333333333334,4493.5539393333365,-3.2427601479778865,-0.09126159127832464
500,2000,Northwest Territories,May,3.61,5,-0.71,L,2000-05-01,10.166666666666666,17611.68966666667,-8.492610373813873,-0.7096764825111558
501,2000,Northwest Territories,June,61749.93,90,-0.64,L,2000-06-01,74.3,296274.0203466667,-1.5681919285971808,0.19169871860655166
502,2000,Northwest Territories,July,99864.72,144,-0.55,L,2000-07-01,116.16666666666667,270865.54480666673,-0.9978060830062905,0.21478735804353166
503,2000,Northwest Territories,August,16217.53,36,-0.51,L,2000-08-01,37.36666666666667,34038.66033333333,-0.7414041913137955,-0.03726010295389456
504,2000,Nova Scotia,May,235.71,57,-0.71,L,2000-05-01,86.6,185.45746667033328,0.2397766702862465,-0.41824854773383924
505,2000,Nova Scotia,June,209.54,51,-0.64,L,2000-06-01,33.53333333333333,148.04179999833335,0.34741998561606074,0.4192856637267966
506,2000,Nova Scotia,July,2.16,25,-0.55,L,2000-07-01,30.866666666666667,34.10286666516667,-2.7592732254871883,-0.21080102811582327
507,2000,Nova Scotia,August,3.6,29,-0.51,L,2000-08-01,28.566666666666666,28.31560000083334,-2.062479044090508,0.015055293050849674
508,2000,Ontario,May,246.6000006,88,-0.71,L,2000-05-01,178.96666666666667,21420.913333643322,-4.464355389221782,-0.7098627542822077
509,2000,Ontario,June,452.3000001,44,-0.64,L,2000-06-01,214.43333333333334,73529.24666674131,-5.0910928431825395,-1.5838092558305839
510,2000,Ontario,July,4672.6,117,-0.55,L,2000-07-01,273.73333333333335,45599.263333547664,-2.2781758994860675,-0.8499804616789128
511,2000,Ontario,August,63.60000046,156,-0.51,L,2000-08-01,282.8,15268.00333374793,-5.480901154635014,-0.5948839267728807
516,2000,Quebec,May,182.6,100,-0.71,L,2000-05-01,172.46666666666667,34188.71666666667,-5.2323529784262925,-0.5450337950957278
517,2000,Quebec,June,106.3,74,-0.64,L,2000-06-01,176.83333333333334,159924.09999999998,-7.316189321316646,-0.8711425761817585
518,2000,Quebec,July,38314.0,137,-0.55,L,2000-07-01,126.86666666666666,64893.493333333354,-0.5269319972357442,0.0768442596341856
519,2000,Quebec,August,481.5,51,-0.51,L,2000-08-01,114.7,13285.800000000001,-3.317544843433991,-0.8104943914109992
520,2000,Saskatchewan,May,2227.4,70,-0.71,L,2000-05-01,132.0,82480.8007005367,-3.6117305614991815,-0.6343066805370119
521,2000,Saskatchewan,June,74530.3,137,-0.64,L,2000-06-01,139.5,240441.73137799994,-1.1712720249081905,-0.01808367543329535
522,2000,Saskatchewan,July,57316.57,89,-0.55,L,2000-07-01,123.46666666666667,92916.68320466668,-0.4831134504216877,-0.3273348443717748
523,2000,Saskatchewan,August,5162.1,45,-0.51,L,2000-08-01,92.06666666666666,61460.80761933333,-2.4770562237393086,-0.7158504625367622
524,2000,Yukon,May,3.8,8,-0.71,L,2000-05-01,17.133333333333333,14600.006000000001,-8.253776151922908,-0.7615843421131738
525,2000,Yukon,June,7635.2,36,-0.64,L,2000-06-01,46.266666666666666,110718.75306666669,-2.674224096282148,-0.25090282094848443
526,2000,Yukon,July,10.21,3,-0.55,L,2000-07-01,36.5,52139.65806666666,-8.538313497304502,-2.498699971920336
527,2000,Yukon,August,0.0,0,-0.51,L,2000-08-01,15.9,7316.592333333331,-inf,-inf
528,2001,Alberta,May,142105.52,281,-0.25,N,2001-05-01,293.3,109081.34033333331,0.26447603471220793,-0.042841306649659586
529,2001,Alberta,June,671.99,174,-0.12,N,2001-06-01,246.3,43903.09533333333,-4.179496645849559,-0.3474950059119633
530,2001,Alberta,July,365.38,186,-0.07,N,2001-07-01,262.4,27698.73566666666,-4.328204139422648,-0.3441233833567327
531,2001,Alberta,August,128.44,83,-0.13,N,2001-08-01,179.2,14241.275333333331,-4.708437871659497,-0.769661892744232
532,2001,British Columbia,May,570.01,251,-0.25,N,2001-05-01,173.93333333333334,10548.055033333332,-2.918042860343997,0.36678085509726543
533,2001,British Columbia,June,805.478,96,-0.12,N,2001-06-01,213.46666666666667,16654.6782,-3.029010538900436,-0.7991325009866137
534,2001,British Columbia,July,1437.215,322,-0.07,N,2001-07-01,490.9,97810.56520000003,-4.220325386672438,-0.4216888955195985
535,2001,British Columbia,August,5915.537,255,-0.13,N,2001-08-01,646.1333333333333,39134.222799999996,-1.8894150681522808,-0.9297423356757801
536,2001,Manitoba,May,0.0,0,-0.25,N,2001-05-01,61.733333333333334,11219.75666666667,-inf,-inf
537,2001,Manitoba,June,0.0,0,-0.12,N,2001-06-01,81.1,113683.52999999998,-inf,-inf
538,2001,Manitoba,July,0.0,0,-0.07,N,2001-07-01,96.83333333333333,65655.53333333334,-inf,-inf
539,2001,Manitoba,August,0.0,0,-0.13,N,2001-08-01,69.0,21649.239999999998,-inf,-inf
540,2001,New Brunswick,May,353.6,167,-0.25,N,2001-05-01,101.36666666666666,324.7366666666666,0.08515173327915575,0.49924950640154586
541,2001,New Brunswick,June,21.7,43,-0.12,N,2001-06-01,48.666666666666664,407.5666666666666,-2.9328922579356207,-0.12379421734666422
542,2001,New Brunswick,July,22.8,46,-0.07,N,2001-07-01,39.266666666666666,36.99666666666667,-0.48406728253538334,0.15826541393971832
543,2001,New Brunswick,August,191.6,114,-0.13,N,2001-08-01,47.3,32.88666666666667,1.7623425583992776,0.8796881528966083
544,2001,Newfoundland and Labrador,May,72.8,30,-0.25,N,2001-05-01,28.866666666666667,340.4933333333334,-1.5426795911448388,0.038509854761875593
545,2001,Newfoundland and Labrador,June,8.4,36,-0.12,N,2001-06-01,23.233333333333334,3956.4066666666668,-6.154859779048531,0.43793090935774137
546,2001,Newfoundland and Labrador,July,107.1,33,-0.07,N,2001-07-01,15.266666666666667,5015.961599999999,-3.8466174493273573,0.7708357590144506
547,2001,Newfoundland and Labrador,August,135.6,63,-0.13,N,2001-08-01,16.433333333333334,4493.5539393333365,-3.5006898153775117,1.343822934010998
548,2001,Northwest Territories,May,0.0,0,-0.25,N,2001-05-01,10.166666666666666,17611.68966666667,-inf,-inf
549,2001,Northwest Territories,June,36086.13,49,-0.12,N,2001-06-01,74.3,296274.0203466667,-2.105376189516642,-0.41629065361308676
550,2001,Northwest Territories,July,66827.99,71,-0.07,N,2001-07-01,116.16666666666667,270865.54480666673,-1.3995005483767406,-0.4923460644911534
551,2001,Northwest Territories,August,8347.0,5,-0.13,N,2001-08-01,37.36666666666667,34038.66033333333,-1.4055947544021117,-2.011341128975904
552,2001,Nova Scotia,May,160.48,139,-0.25,N,2001-05-01,86.6,185.45746667033328,-0.14465624135596805,0.4731741175623024
553,2001,Nova Scotia,June,5.4,31,-0.12,N,2001-06-01,33.53333333333333,148.04179999833335,-3.3110957127385294,-0.07855276451238286
554,2001,Nova Scotia,July,16.73,65,-0.07,N,2001-07-01,30.866666666666667,34.10286666516667,-0.7121779321845295,0.744710416911613
555,2001,Nova Scotia,August,189.83,128,-0.13,N,2001-08-01,28.566666666666666,28.31560000083334,1.9027160452498781,1.4997897269839926
556,2001,Ontario,May,2518.999998,114,-0.25,N,2001-05-01,178.96666666666667,21420.913333643322,-2.140505706826472,-0.45100112036591866
557,2001,Ontario,June,3055.3,267,-0.12,N,2001-06-01,214.43333333333334,73529.24666674131,-3.1808054534303376,0.21924976865140455
558,2001,Ontario,July,4299.400001,373,-0.07,N,2001-07-01,273.73333333333335,45599.263333547664,-2.361416083111299,0.3094240231671467
559,2001,Ontario,August,494.9000013,657,-0.13,N,2001-08-01,282.8,15268.00333374793,-3.4291589076291618,0.8429440844621927
564,2001,Quebec,May,5100.2,294,-0.25,N,2001-05-01,172.46666666666667,34188.71666666667,-1.9026159129573839,0.5333757862548626
565,2001,Quebec,June,7768.6,127,-0.12,N,2001-06-01,176.83333333333334,159924.09999999998,-3.0246093597174335,-0.331020582927337
566,2001,Quebec,July,19323.4,109,-0.07,N,2001-07-01,126.86666666666666,64893.493333333354,-1.2114305651406971,-0.15178878396479564
567,2001,Quebec,August,684.5,324,-0.13,N,2001-08-01,114.7,13285.800000000001,-2.965762429943668,1.0384234916570043
568,2001,Saskatchewan,May,12981.85,154,-0.25,N,2001-05-01,132.0,82480.8007005367,-1.8490133193915423,0.15415067982725836
569,2001,Saskatchewan,June,146380.92,200,-0.12,N,2001-06-01,139.5,240441.73137799994,-0.49626551385348944,0.36025276528661637
570,2001,Saskatchewan,July,7511.6,114,-0.07,N,2001-07-01,123.46666666666667,92916.68320466668,-2.515254719741733,-0.07977276570941923
571,2001,Saskatchewan,August,10545.47,150,-0.13,N,2001-08-01,92.06666666666666,61460.80761933333,-1.762703313360232,0.4881223417891738
572,2001,Yukon,May,4.6,8,-0.25,N,2001-05-01,17.133333333333333,14600.006000000001,-8.062720915160199,-0.7615843421131738
573,2001,Yukon,June,16656.98,30,-0.12,N,2001-06-01,46.266666666666666,110718.75306666669,-1.8941638819657072,-0.433224377742439
574,2001,Yukon,July,559.35,20,-0.07,N,2001-07-01,36.5,52139.65806666666,-4.534905734188137,-0.6015799870344549
575,2001,Yukon,August,113.35,9,-0.13,N,2001-08-01,15.9,7316.592333333331,-4.167419593376759,-0.5690945318899665
576,2002,Alberta,May,240234.17,256,0.43,N,2002-05-01,293.3,109081.34033333331,0.7895203104618034,-0.1360185315038429
577,2002,Alberta,June,254575.37,567,0.65,E,2002-06-01,246.3,43903.09533333333,1.7576121151319344,0.8338089986012598
578,2002,Alberta,July,1096.65,352,0.79,E,2002-07-01,262.4,27698.73566666666,-3.2291266899236373,0.29376111852816317
579,2002,Alberta,August,106.94,118,0.86,E,2002-08-01,179.2,14241.275333333331,-4.891631811360224,-0.41781787607516524
580,2002,British Columbia,May,917.089,159,0.43,N,2002-05-01,173.93333333333334,10548.055033333332,-2.4424922417153376,-0.08976788181428687
581,2002,British Columbia,June,3733.609,238,0.65,E,2002-06-01,213.46666666666667,16654.6782,-1.4953158237412447,0.10878998121702468
582,2002,British Columbia,July,1676.876,404,0.79,E,2002-07-01,490.9,97810.56520000003,-4.066100061291011,-0.19482556310285676
583,2002,British Columbia,August,645.583,588,0.86,E,2002-08-01,646.1333333333333,39134.222799999996,-4.104598842066029,-0.09427893293557936
584,2002,Manitoba,May,0.0,0,0.43,N,2002-05-01,61.733333333333334,11219.75666666667,-inf,-inf
585,2002,Manitoba,June,0.0,0,0.65,E,2002-06-01,81.1,113683.52999999998,-inf,-inf
586,2002,Manitoba,July,0.0,0,0.79,E,2002-07-01,96.83333333333333,65655.53333333334,-inf,-inf
587,2002,Manitoba,August,0.0,0,0.86,E,2002-08-01,69.0,21649.239999999998,-inf,-inf
588,2002,New Brunswick,May,190.8,97,0.43,N,2002-05-01,101.36666666666666,324.7366666666666,-0.5317888384701465,-0.04403332751182638
589,2002,New Brunswick,June,18.7,42,0.65,E,2002-06-01,48.666666666666664,407.5666666666666,-3.0816809946214936,-0.14732471475685843
590,2002,New Brunswick,July,23.5,37,0.79,E,2002-07-01,39.266666666666666,36.99666666666667,-0.45382739734566524,-0.059458069905152185
591,2002,New Brunswick,August,47.7,76,0.86,E,2002-08-01,47.3,32.88666666666667,0.37186409075681304,0.4742230447884438
592,2002,Newfoundland and Labrador,May,19.5,30,0.43,N,2002-05-01,28.866666666666667,340.4933333333334,-2.859981080777778,0.038509854761875593
593,2002,Newfoundland and Labrador,June,67.2,23,0.65,E,2002-06-01,23.233333333333334,3956.4066666666668,-4.0754182373686945,-0.0100938131692189
594,2002,Newfoundland and Labrador,July,190.3,13,0.79,E,2002-07-01,15.266666666666667,5015.961599999999,-3.271778652478957,-0.16072244499049287
595,2002,Newfoundland and Labrador,August,12.0,14,0.86,E,2002-08-01,16.433333333333334,4493.5539393333365,-5.925492541095807,-0.1602544627652762
596,2002,Northwest Territories,May,0.2,2,0.43,N,2002-05-01,10.166666666666666,17611.68966666667,-11.385756058592763,-1.6259672143853108
597,2002,Northwest Territories,June,6484.52,38,0.65,E,2002-06-01,74.3,296274.0203466667,-3.8218669724345897,-0.6705247919973276
598,2002,Northwest Territories,July,19231.93,41,0.79,E,2002-07-01,116.16666666666667,270865.54480666673,-2.645050634555267,-1.0414538748281612
599,2002,Northwest Territories,August,1372.52,4,0.86,E,2002-08-01,37.36666666666667,34038.66033333333,-3.2108484810263342,-2.2344846802901137
600,2002,Nova Scotia,May,124.08,111,0.43,N,2002-05-01,86.6,185.45746667033328,-0.4018990467013101,0.24823038574394468
601,2002,Nova Scotia,June,14.95,31,0.65,E,2002-06-01,33.53333333333333,148.04179999833335,-2.292783366472063,-0.07855276451238286
602,2002,Nova Scotia,July,5.59,26,0.79,E,2002-07-01,30.866666666666667,34.10286666516667,-1.8084021600162545,-0.171580314962542
603,2002,Nova Scotia,August,21.28,55,0.86,E,2002-08-01,28.566666666666666,28.31560000083334,-0.2856452250791286,0.6550926482968465
604,2002,Ontario,May,1928.3,105,0.43,N,2002-05-01,178.96666666666667,21420.913333643322,-2.407728917659557,-0.5332392186028907
605,2002,Ontario,June,52621.2,85,0.65,E,2002-06-01,214.43333333333334,73529.24666674131,-0.3345641605360718,-0.9253476332585286
606,2002,Ontario,July,125647.5,536,0.79,E,2002-07-01,273.73333333333335,45599.263333547664,1.0135888058298725,0.6719797645941331
607,2002,Ontario,August,1424.100001,212,0.86,E,2002-08-01,282.8,15268.00333374793,-2.3722193172862154,-0.2881536593504052
612,2002,Quebec,May,456.9,127,0.43,N,2002-05-01,172.46666666666667,34188.71666666667,-4.315186398017935,-0.30601689462522774
613,2002,Quebec,June,140533.9,84,0.65,E,2002-06-01,176.83333333333334,159924.09999999998,-0.1292505868734328,-0.7443908705426147
614,2002,Quebec,July,872552.3,249,0.79,E,2002-07-01,126.86666666666666,64893.493333333354,2.598675233094847,0.6743162302707683
615,2002,Quebec,August,49.4,164,0.86,E,2002-08-01,114.7,13285.800000000001,-5.594500650478294,0.35754640368887336
616,2002,Saskatchewan,May,156593.03,289,0.43,N,2002-05-01,132.0,82480.8007005367,0.6410847267887296,0.7836247655260613
617,2002,Saskatchewan,June,689216.79,345,0.65,E,2002-06-01,139.5,240441.73137799994,1.0530780869172445,0.9054798157699394
618,2002,Saskatchewan,July,33099.18,172,0.79,E,2002-07-01,123.46666666666667,92916.68320466668,-1.0321947034313932,0.3315232627095383
619,2002,Saskatchewan,August,7.56,20,0.86,E,2002-08-01,92.06666666666666,61460.80761933333,-9.00328378597509,-1.526780678753091
620,2002,Yukon,May,21.17,17,0.43,N,2002-05-01,17.133333333333333,14600.006000000001,-6.536192133508473,-0.007812539736793625
621,2002,Yukon,June,32984.38,30,0.65,E,2002-06-01,46.266666666666666,110718.75306666669,-1.2109591136879903,-0.433224377742439
622,2002,Yukon,July,3198.35,19,0.79,E,2002-07-01,36.5,52139.65806666666,-2.791290798673543,-0.6528732814220054
623,2002,Yukon,August,0.21,3,0.86,E,2002-08-01,15.9,7316.592333333331,-10.458547718594966,-1.6677068205580763
624,2003,Alberta,May,1715.56,263,-0.26,N,2003-05-01,293.3,109081.34033333331,-4.152354287588916,-0.10904194380564079
625,2003,Alberta,June,576.24,200,-0.16,N,2003-06-01,246.3,43903.09533333333,-4.333215864728498,-0.20823293857845562
626,2003,Alberta,July,68602.13,309,0.08,N,2003-07-01,262.4,27698.73566666666,0.9069368154635591,0.1634712198278116
627,2003,Alberta,August,1682.37,234,0.21,N,2003-08-01,179.2,14241.275333333331,-2.13594094832035,0.26681861481687147
628,2003,British Columbia,May,2717.306,144,-0.26,N,2003-05-01,173.93333333333334,10548.055033333332,-1.3563005375757466,-0.1888587844585178
629,2003,British Columbia,June,2643.991,271,-0.16,N,2003-06-01,213.46666666666667,16654.6782,-1.8404016318837,0.23863812842525095
630,2003,British Columbia,July,112115.409,552,0.08,N,2003-07-01,490.9,97810.56520000003,0.1364961784228423,0.11730760521308854
631,2003,British Columbia,August,145353.6,1114,0.21,N,2003-08-01,646.1333333333333,39134.222799999996,1.3121720469012665,0.5447065396530231
632,2003,Manitoba,May,0.0,0,-0.26,N,2003-05-01,61.733333333333334,11219.75666666667,-inf,-inf
633,2003,Manitoba,June,0.0,0,-0.16,N,2003-06-01,81.1,113683.52999999998,-inf,-inf
634,2003,Manitoba,July,0.0,0,0.08,N,2003-07-01,96.83333333333333,65655.53333333334,-inf,-inf
635,2003,Manitoba,August,0.0,0,0.21,N,2003-08-01,69.0,21649.239999999998,-inf,-inf
636,2003,New Brunswick,May,137.0,89,-0.26,N,2003-05-01,101.36666666666666,324.7366666666666,-0.8630336716562077,-0.13010793628306938
637,2003,New Brunswick,June,30.2,38,-0.16,N,2003-06-01,48.666666666666664,407.5666666666666,-2.6023625941012107,-0.24740817331384096
638,2003,New Brunswick,July,7.1,29,0.08,N,2003-07-01,39.266666666666666,36.99666666666667,-1.650733034448509,-0.30308015256290266
639,2003,New Brunswick,August,7.9,26,0.21,N,2003-08-01,47.3,32.88666666666667,-1.4262045476645067,-0.5984137574764052
640,2003,Newfoundland and Labrador,May,67.5,32,-0.26,N,2003-05-01,28.866666666666667,340.4933333333334,-1.618267948468995,0.10304837589944668
641,2003,Newfoundland and Labrador,June,396.5,45,-0.16,N,2003-06-01,23.233333333333334,3956.4066666666668,-2.3004154438228954,0.6610744606719512
642,2003,Newfoundland and Labrador,July,0.0,6,0.08,N,2003-07-01,15.266666666666667,5015.961599999999,-inf,-0.9339123332239746
643,2003,Newfoundland and Labrador,August,2.1,16,0.21,N,2003-08-01,16.433333333333334,4493.5539393333365,-7.66846184615443,-0.026723070140753508
644,2003,Northwest Territories,May,7.68,6,-0.26,N,2003-05-01,10.166666666666666,17611.68966666667,-7.737698598999081,-0.5273549257172012
645,2003,Northwest Territories,June,8381.57,48,-0.16,N,2003-06-01,74.3,296274.0203466667,-3.5652495227200482,-0.43690994081582246
646,2003,Northwest Territories,July,117710.32,86,0.08,N,2003-07-01,116.16666666666667,270865.54480666673,-0.8333958621681129,-0.30067864527896127
647,2003,Northwest Territories,August,1571.83,19,0.21,N,2003-08-01,37.36666666666667,34038.66033333333,-3.0752564016051562,-0.6763400622435641
648,2003,Nova Scotia,May,1028.86,100,-0.26,N,2003-05-01,86.6,185.45746667033328,1.7133811065864448,0.14387037041970202
649,2003,Nova Scotia,June,6.94,28,-0.16,N,2003-06-01,33.53333333333333,148.04179999833335,-3.060192891790045,-0.1803354588223252
650,2003,Nova Scotia,July,19.95,30,0.08,N,2003-07-01,30.866666666666667,34.10286666516667,-0.5361523038473899,-0.028479471321868687
651,2003,Nova Scotia,August,3.0,16,0.21,N,2003-08-01,28.566666666666666,28.31560000083334,-2.2448006008844628,-0.5796518146958433
652,2003,Ontario,May,956.3000005,121,-0.26,N,2003-05-01,178.96666666666667,21420.913333643322,-3.109051310506771,-0.391409023163673
653,2003,Ontario,June,308517.3,286,-0.16,N,2003-06-01,214.43333333333334,73529.24666674131,1.434094678663636,0.28799292107100755
654,2003,Ontario,July,4480.9,133,0.08,N,2003-07-01,273.73333333333335,45599.263333547664,-2.320067642316019,-0.7218052682549151
655,2003,Ontario,August,4370.600001,202,0.21,N,2003-08-01,282.8,15268.00333374793,-1.2508590535489417,-0.3364722366212129
660,2003,Quebec,May,7678.5,252,-0.26,N,2003-05-01,172.46666666666667,34188.71666666667,-1.493471452021413,0.3792251064276043
661,2003,Quebec,June,46095.5,192,-0.16,N,2003-06-01,176.83333333333334,159924.09999999998,-1.2439839963272161,0.08228770264185337
662,2003,Quebec,July,1858.2,78,0.08,N,2003-07-01,126.86666666666666,64893.493333333354,-3.5531390846535786,-0.48642783950434765
663,2003,Quebec,August,32149.8,91,0.21,N,2003-08-01,114.7,13285.800000000001,0.8837104341344311,-0.23146051761847497
664,2003,Saskatchewan,May,10328.79,133,-0.26,N,2003-05-01,132.0,82480.8007005367,-2.0776304057648205,0.007547205635382904
665,2003,Saskatchewan,June,22176.36,71,-0.16,N,2003-06-01,139.5,240441.73137799994,-2.3834509223764733,-0.6753847242201049
666,2003,Saskatchewan,July,41836.22,219,0.08,N,2003-07-01,123.46666666666667,92916.68320466668,-0.7979407405865198,0.5731005157125862
667,2003,Saskatchewan,August,49033.76,140,0.21,N,2003-08-01,92.06666666666666,61460.80761933333,-0.2258906567194074,0.4191294703022223
668,2003,Yukon,May,12.0,13,-0.26,N,2003-05-01,17.133333333333333,14600.006000000001,-7.103870568867247,-0.27607652633147306
669,2003,Yukon,June,20286.19,30,-0.16,N,2003-06-01,46.266666666666666,110718.75306666669,-1.6970528707883439,-0.433224377742439
670,2003,Yukon,July,27772.31,20,0.08,N,2003-07-01,36.5,52139.65806666666,-0.6298863693484479,-0.6015799870344549
671,2003,Yukon,August,98.1,4,0.21,N,2003-08-01,15.9,7316.592333333331,-4.311912603758979,-1.3800247481062953
672,2004,Alberta,May,1244.66,297,0.17,N,2004-05-01,293.3,109081.34033333331,-4.473231445268865,0.01253616281929426
673,2004,Alberta,June,822.15,270,0.28,N,2004-06-01,246.3,43903.09533333333,-3.9778172451493705,0.09187165387188248
674,2004,Alberta,July,230996.67,613,0.47,N,2004-07-01,262.4,27698.73566666666,2.1210165264845373,0.8484948788662775
675,2004,Alberta,August,321.49,115,0.64,E,2004-08-01,179.2,14241.275333333331,-3.790933301885948,-0.4435703721775799
676,2004,British Columbia,May,112.712,131,0.17,N,2004-05-01,173.93333333333334,10548.055033333332,-4.538860872127374,-0.28347476083336687
677,2004,British Columbia,June,178229.936,637,0.28,N,2004-06-01,213.46666666666667,16654.6782,2.3703833420152094,1.0932889631177134
678,2004,British Columbia,July,32901.083,623,0.47,N,2004-07-01,490.9,97810.56520000003,-1.0895270246732829,0.23830607772344647
679,2004,British Columbia,August,7624.925,715,0.64,E,2004-08-01,646.1333333333333,39134.222799999996,-1.6355748612192318,0.10127666185980144
680,2004,Manitoba,May,275.5,8,0.17,N,2004-05-01,61.733333333333334,11219.75666666667,-3.706843862785678,-2.0433824918641337
681,2004,Manitoba,June,22.0,2,0.28,N,2004-06-01,81.1,113683.52999999998,-8.550131361006564,-3.702535780561422
