Year,Location,Fire size class,Area_hectares,Number,Number_Percentage
2005,NL,10.1 - 100 ha,191.362,6,0.1985440105890139
2005,NL,100.1 - 1 000 ha,575.929,1,0.03309066843150232
2005,NL,1000 - 10 000 ha,17400.528,4,0.13236267372600927
2005,NL,Up to 0.1 ha,1.5,68,2.2501654533421576
2006,NL,0.11 - 1.0 ha,5.4,12,0.3970880211780278
2006,NL,1.1 - 10 ha,36.2,11,0.3639973527465255
2006,NL,10.1 - 100 ha,197.361,6,0.1985440105890139
2006,NL,100.1 - 1 000 ha,559.414,1,0.03309066843150232
2006,NL,1000 - 10 000 ha,2666.193,1,0.03309066843150232
2006,NL,Up to 0.1 ha,1.0,35,1.158173395102581
2007,NL,0.11 - 1.0 ha,2.293,7,0.2316346790205162
2007,NL,1.1 - 10 ha,40.821,8,0.26472534745201853
2007,NL,10.1 - 100 ha,231.883,5,0.1654533421575116
2007,NL,100.1 - 1 000 ha,468.58,3,0.09927200529450694
2007,NL,1000 - 10 000 ha,10606.146,3,0.09927200529450694
2007,NL,Up to 0.1 ha,1.2,40,1.3236267372600927
2008,NL,0.11 - 1.0 ha,9.0,19,0.628722700198544
2008,NL,1.1 - 10 ha,69.6,16,0.5294506949040371
2008,NL,10.1 - 100 ha,20.4,2,0.06618133686300463
2008,NL,Up to 0.1 ha,1.0,35,1.158173395102581
2009,NL,0.11 - 1.0 ha,13.6,32,1.0589013898080741
2009,NL,1.1 - 10 ha,63.057,21,0.6949040370615487
2009,NL,10 000 - 100 000 ha,16260.009,1,0.03309066843150232
2009,NL,10.1 - 100 ha,318.027,8,0.26472534745201853
2009,NL,Up to 0.1 ha,1.5,88,2.911978821972204
2010,NL,0.11 - 1.0 ha,4.2,10,0.3309066843150232
2010,NL,1.1 - 10 ha,21.7,7,0.2316346790205162
2010,NL,10.1 - 100 ha,12.5,1,0.03309066843150232
2010,NL,100.1 - 1 000 ha,956.549,3,0.09927200529450694
2010,NL,Up to 0.1 ha,0.3,25,0.8272667107875579
2011,NL,0.11 - 1.0 ha,5.3,9,0.29781601588352086
2011,NL,1.1 - 10 ha,34.29574,9,0.29781601588352086
2011,NL,10.1 - 100 ha,61.65509,2,0.06618133686300463
2011,NL,100.1 - 1 000 ha,324.36404,2,0.06618133686300463
2012,NL,0.11 - 1.0 ha,17.06465,32,1.0589013898080741
2012,NL,1.1 - 10 ha,53.94584,15,0.4963600264725348
2012,NL,10.1 - 100 ha,146.4781,6,0.1985440105890139
2012,NL,100.1 - 1 000 ha,5828.827,12,0.3970880211780278
2012,NL,1000 - 10 000 ha,23234.97,9,0.29781601588352086
2012,NL,Up to 0.1 ha,1.4,64,2.1178027796161483
2013,NL,0.11 - 1.0 ha,7.5,15,0.4963600264725348
2013,NL,1.1 - 10 ha,37.5,8,0.26472534745201853
2013,NL,10 000 - 100 000 ha,27592.935,1,0.03309066843150232
2013,NL,10.1 - 100 ha,30.3,2,0.06618133686300463
2013,NL,1000 - 10 000 ha,2474.861,1,0.03309066843150232
2013,NL,Up to 0.1 ha,0.5,44,1.455989410986102
2014,NL,1000 - 10 000 ha,8832.0,1,0.03309066843150232
2015,NL,0.11 - 1.0 ha,2.3,4,0.13236267372600927
2015,NL,1.1 - 10 ha,14.8,2,0.06618133686300463
2015,NL,10.1 - 100 ha,52.0,1,0.03309066843150232
2015,NL,100.1 - 1 000 ha,682.0,2,0.06618133686300463
2015,NL,1000 - 10 000 ha,2838.0,2,0.06618133686300463
2015,NL,Up to 0.1 ha,0.7,14,0.4632693580410324
2016,NL,0.11 - 1.0 ha,0.5,1,0.03309066843150232
2016,NL,1.1 - 10 ha,28.0,4,0.13236267372600927
2016,NL,10.1 - 100 ha,139.0,3,0.09927200529450694
2016,NL,100.1 - 1 000 ha,755.2,2,0.06618133686300463
2016,NL,1000 - 10 000 ha,9680.0,1,0.03309066843150232
2016,NL,Up to 0.1 ha,0.6,6,0.1985440105890139
2017,NL,0.11 - 1.0 ha,8.9,19,0.628722700198544
2017,NL,1.1 - 10 ha,53.6,15,0.4963600264725348
2017,NL,10.1 - 100 ha,26.0,1,0.03309066843150232
2017,NL,100.1 - 1 000 ha,609.0,1,0.03309066843150232
2017,NL,Up to 0.1 ha,2.3,44,1.455989410986102
2018,NL,0.11 - 1.0 ha,10.8,23,0.7610853739245532
2018,NL,1.1 - 10 ha,66.6,21,0.6949040370615487
2018,NL,10.1 - 100 ha,161.0,4,0.13236267372600927
2018,NL,100.1 - 1 000 ha,153.4,1,0.03309066843150232
2018,NL,Up to 0.1 ha,3.7,83,2.746525479814692
2019,NL,0.11 - 1.0 ha,11.6,27,0.8934480476505625
2019,NL,1.1 - 10 ha,62.0,16,0.5294506949040371
2019,NL,10.1 - 100 ha,84.8,4,0.13236267372600927
2019,NL,100.1 - 1 000 ha,155.7,1,0.03309066843150232
2019,NL,Up to 0.1 ha,1.9,51,1.6876240900066182
1990,NS,0.11 - 1.0 ha,73.48,160,1.979218208807521
1990,NS,1.1 - 10 ha,172.38,61,0.7545769421078674
1990,NS,10.1 - 100 ha,282.37,15,0.1855517070757051
1990,NS,100.1 - 1 000 ha,528.0,2,0.024740227610094014
1990,NS,Up to 0.1 ha,11.93,259,3.2038594755071745
1991,NS,0.11 - 1.0 ha,124.53,264,3.2657100445324097
1991,NS,1.1 - 10 ha,319.27,112,1.3854527461652646
1991,NS,10.1 - 100 ha,634.38,22,0.2721425037110341
1991,NS,100.1 - 1 000 ha,683.4,2,0.024740227610094014
1991,NS,Up to 0.1 ha,14.17,326,4.032657100445324
1992,NS,0.11 - 1.0 ha,44.33,111,1.3730826323602179
1992,NS,1.1 - 10 ha,103.69,35,0.4329539831766452
1992,NS,10.1 - 100 ha,217.26,8,0.09896091044037605
1992,NS,100.1 - 1 000 ha,787.19,2,0.024740227610094014
1992,NS,Up to 0.1 ha,7.14,140,1.7318159327065807
1993,NS,0.11 - 1.0 ha,46.59,100,1.2370113805047007
1993,NS,1.1 - 10 ha,252.66,65,0.8040573973280554
1993,NS,10.1 - 100 ha,62.9,3,0.03711034141514102
1993,NS,Up to 0.1 ha,5.76,134,1.6575952498762987
1994,NS,0.11 - 1.0 ha,35.43,76,0.9401286491835725
1994,NS,1.1 - 10 ha,108.54,43,0.5319148936170213
1994,NS,10.1 - 100 ha,94.4,5,0.06185056902523503
1994,NS,Up to 0.1 ha,4.07,139,1.7194458189015338
1995,NS,0.11 - 1.0 ha,72.48,153,1.892627412172192
1995,NS,1.1 - 10 ha,203.37,69,0.8535378525482435
1995,NS,10.1 - 100 ha,120.4,7,0.08659079663532904
1995,NS,Up to 0.1 ha,8.26,178,2.201880257298367
1996,NS,0.11 - 1.0 ha,53.83,100,1.2370113805047007
1996,NS,1.1 - 10 ha,219.52,74,0.9153884215734786
1996,NS,10.1 - 100 ha,204.91,9,0.11133102424542304
1996,NS,100.1 - 1 000 ha,158.0,1,0.012370113805047007
1996,NS,Up to 0.1 ha,2.96,86,1.0638297872340425
1997,NS,0.11 - 1.0 ha,53.86,118,1.4596734289955469
1997,NS,1.1 - 10 ha,163.27,48,0.5937654626422563
1997,NS,10.1 - 100 ha,182.42,7,0.08659079663532904
1997,NS,100.1 - 1 000 ha,157.6,1,0.012370113805047007
1997,NS,Up to 0.1 ha,8.01,196,2.4245423057892133
1998,NS,0.11 - 1.0 ha,55.4,115,1.4225630875804058
1998,NS,1.1 - 10 ha,169.43,52,0.6432459178624443
1998,NS,10.1 - 100 ha,164.92,9,0.11133102424542304
1998,NS,Up to 0.1 ha,6.98,170,2.102919346857991
1999,NS,0.11 - 1.0 ha,74.37,159,1.966848095002474
1999,NS,1.1 - 10 ha,188.34,70,0.8659079663532904
1999,NS,10.1 - 100 ha,168.62,4,0.04948045522018803
1999,NS,100.1 - 1 000 ha,1382.3,5,0.06185056902523503
1999,NS,Up to 0.1 ha,9.81,226,2.7956457199406235
2000,NS,0.11 - 1.0 ha,28.78,59,0.7298367144977734
2000,NS,1.1 - 10 ha,74.6,26,0.32162295893122217
2000,NS,10.1 - 100 ha,11.9,1,0.012370113805047007
2000,NS,100.1 - 1 000 ha,367.0,2,0.024740227610094014
2000,NS,Up to 0.1 ha,5.89,124,1.533894111825829
2001,NS,0.11 - 1.0 ha,70.46,151,1.867887184562098
2001,NS,1.1 - 10 ha,160.75,50,0.6185056902523504
2001,NS,10.1 - 100 ha,287.88,11,0.13607125185551705
2001,NS,Up to 0.1 ha,9.72,273,3.377041068777833
2002,NS,0.11 - 1.0 ha,34.07,82,1.0143493320138546
2002,NS,1.1 - 10 ha,131.46,39,0.48243443839683325
2002,NS,10.1 - 100 ha,39.1,3,0.03711034141514102
2002,NS,Up to 0.1 ha,6.62,143,1.768926274121722
2003,NS,0.11 - 1.0 ha,43.61,95,1.1751608114794656
2003,NS,1.1 - 10 ha,135.93,44,0.5442850074220682
2003,NS,10.1 - 100 ha,173.87,9,0.11133102424542304
2003,NS,100.1 - 1 000 ha,898.0,2,0.024740227610094014
2003,NS,Up to 0.1 ha,5.35,122,1.5091538842157348
2004,NS,0.11 - 1.0 ha,46.62,101,1.2493814943097477
2004,NS,1.1 - 10 ha,135.83,45,0.5566551212271154
2004,NS,10.1 - 100 ha,101.31,4,0.04948045522018803
2004,NS,Up to 0.1 ha,6.07,108,1.3359722909450766
2005,NS,0.11 - 1.0 ha,51.0,51,0.6308758040573973
2005,NS,1.1 - 10 ha,177.0,50,0.6185056902523504
2005,NS,10.1 - 100 ha,137.0,7,0.08659079663532904
2005,NS,100.1 - 1 000 ha,130.0,1,0.012370113805047007
2006,NS,0.11 - 1.0 ha,49.0,49,0.6061355764473033
2006,NS,1.1 - 10 ha,168.0,45,0.5566551212271154
2006,NS,10.1 - 100 ha,255.0,8,0.09896091044037605
2006,NS,100.1 - 1 000 ha,1100.0,3,0.03711034141514102
2007,NS,0.11 - 1.0 ha,80.0,80,0.9896091044037605
2007,NS,1.1 - 10 ha,294.0,85,1.0514596734289956
2007,NS,10.1 - 100 ha,315.0,14,0.17318159327065807
2008,NS,0.11 - 1.0 ha,52.0,52,0.6432459178624443
2008,NS,1.1 - 10 ha,182.0,53,0.6556160316674914
2008,NS,10.1 - 100 ha,236.0,9,0.11133102424542304
2008,NS,100.1 - 1 000 ha,280.0,2,0.024740227610094014
2008,NS,1000 - 10 000 ha,1950.0,1,0.012370113805047007
2009,NS,0.11 - 1.0 ha,32.0,32,0.3958436417615042
2009,NS,1.1 - 10 ha,72.0,22,0.2721425037110341
2009,NS,10.1 - 100 ha,98.0,4,0.04948045522018803
2009,NS,100.1 - 1 000 ha,681.0,1,0.012370113805047007
2010,NS,0.11 - 1.0 ha,54.46,108,1.3359722909450766
2010,NS,1.1 - 10 ha,160.14,60,0.7422068283028204
2010,NS,10.1 - 100 ha,218.0,6,0.07422068283028203
2010,NS,Up to 0.1 ha,3.14,74,0.9153884215734786
2011,NS,0.11 - 1.0 ha,18.25,38,0.47006432459178626
2011,NS,1.1 - 10 ha,106.64,36,0.4453240969816922
2011,NS,10.1 - 100 ha,23.7,2,0.024740227610094014
2011,NS,Up to 0.1 ha,1.68,38,0.47006432459178626
2012,NS,0.11 - 1.0 ha,63.12,125,1.5462642256308758
2012,NS,1.1 - 10 ha,291.46,89,1.1009401286491836
2012,NS,Up to 0.1 ha,7.23,138,1.707075705096487
2013,NS,0.11 - 1.0 ha,30.535,68,0.8411677387431964
2013,NS,1.1 - 10 ha,123.97,38,0.47006432459178626
2013,NS,10.1 - 100 ha,143.9,5,0.06185056902523503
2013,NS,Up to 0.1 ha,2.942,60,0.7422068283028204
2014,NS,0.11 - 1.0 ha,24.5,54,0.6679861454725383
2014,NS,1.1 - 10 ha,124.17,45,0.5566551212271154
2014,NS,10.1 - 100 ha,211.4,6,0.07422068283028203
2014,NS,100.1 - 1 000 ha,200.9,1,0.012370113805047007
2014,NS,Up to 0.1 ha,3.4907,65,0.8040573973280554
2015,NS,0.11 - 1.0 ha,47.18,99,1.2246412666996536
2015,NS,1.1 - 10 ha,195.24,57,0.7050964868876793
2015,NS,10.1 - 100 ha,145.3,7,0.08659079663532904
2015,NS,100.1 - 1 000 ha,123.0,1,0.012370113805047007
2015,NS,Up to 0.1 ha,6.0299,83,1.0267194458189015
2016,NS,0.11 - 1.0 ha,40.51,91,1.1256803562592776
2016,NS,1.1 - 10 ha,135.918,50,0.6185056902523504
2016,NS,10.1 - 100 ha,343.542,12,0.14844136566056407
2016,NS,100.1 - 1 000 ha,275.014,1,0.012370113805047007
2016,NS,Up to 0.1 ha,7.74,115,1.4225630875804058
2017,NS,0.11 - 1.0 ha,5.06,11,0.13607125185551705
2017,NS,1.1 - 10 ha,16.32,5,0.06185056902523503
2017,NS,10.1 - 100 ha,110.8,2,0.024740227610094014
2017,NS,100.1 - 1 000 ha,440.0,1,0.012370113805047007
2017,NS,Up to 0.1 ha,0.59,156,1.929737753587333
2018,NS,0.11 - 1.0 ha,32.29000024,102,1.2617516081147946
2018,NS,1.1 - 10 ha,113.9200001,34,0.4205838693715982
2018,NS,10.1 - 100 ha,48.0,3,0.03711034141514102
2018,NS,Up to 0.1 ha,1.199999992,51,0.6308758040573973
2019,NS,0.11 - 1.0 ha,20.88,51,0.6308758040573973
2019,NS,1.1 - 10 ha,92.23,26,0.32162295893122217
2019,NS,10.1 - 100 ha,19.4,1,0.012370113805047007
2019,NS,Up to 0.1 ha,4.26,65,0.8040573973280554
1990,NT,0.11 - 1.0 ha,38.55,72,0.9869773817683345
1990,NT,1.1 - 10 ha,195.3,60,0.822481151473612
1990,NT,10 000 - 100 000 ha,87501.0,4,0.054832076764907464
1990,NT,10.1 - 100 ha,924.0,22,0.3015764222069911
1990,NT,100.1 - 1 000 ha,4155.0,9,0.12337217272104181
1990,NT,1000 - 10 000 ha,11800.0,5,0.06854009595613435
1990,NT,Up to 0.1 ha,3.55,64,0.8773132282385194
1991,NT,0.11 - 1.0 ha,48.38,86,1.1788896504455106
1991,NT,1.1 - 10 ha,328.8,83,1.13776559287183
1991,NT,10 000 - 100 000 ha,158097.0,8,0.10966415352981493
1991,NT,10.1 - 100 ha,1777.5,41,0.5620287868403016
1991,NT,100.1 - 1 000 ha,11074.66,23,0.31528444139821793
1991,NT,1000 - 10 000 ha,54136.0,11,0.15078821110349555
1991,NT,Up to 0.1 ha,4.08,79,1.0829335161069227
1992,NT,0.11 - 1.0 ha,54.2,94,1.2885538039753257
1992,NT,1.1 - 10 ha,249.45,73,1.0006854009595614
1992,NT,10.1 - 100 ha,730.5,17,0.23303632625085677
1992,NT,100.1 - 1 000 ha,9404.0,18,0.24674434544208362
1992,NT,1000 - 10 000 ha,26508.0,9,0.12337217272104181
1992,NT,Up to 0.1 ha,3.3,74,1.0143934201507883
1993,NT,0.11 - 1.0 ha,82.96,140,1.9191226867717615
1993,NT,1.1 - 10 ha,353.3,102,1.3982179575051406
1993,NT,10 000 - 100 000 ha,638022.0,17,0.23303632625085677
1993,NT,10.1 - 100 ha,1437.5,35,0.47978067169294036
1993,NT,100.1 - 1 000 ha,12673.23,32,0.4386566141192597
1993,NT,1000 - 10 000 ha,85086.0,27,0.37011651816312546
1993,NT,Over 100 000,126625.0,1,0.013708019191226866
1993,NT,Up to 0.1 ha,5.84,119,1.6312542837559971
1994,NT,0.11 - 1.0 ha,112.2,179,2.4537354352296092
1994,NT,1.1 - 10 ha,581.76,148,2.0287868403015765
1994,NT,10 000 - 100 000 ha,1018775.96,30,0.411240575736806
1994,NT,10.1 - 100 ha,3432.4,81,1.1103495544893764
1994,NT,100.1 - 1 000 ha,16577.3,41,0.5620287868403016
1994,NT,1000 - 10 000 ha,213025.0,40,0.5483207676490748
1994,NT,Over 100 000,1774802.0,7,0.09595613433858807
1994,NT,Up to 0.1 ha,7.93,127,1.740918437285812
1995,NT,0.11 - 1.0 ha,29.85,52,0.712816997943797
1995,NT,1.1 - 10 ha,194.4,49,0.6716929403701165
1995,NT,10 000 - 100 000 ha,334166.0,11,0.15078821110349555
1995,NT,10.1 - 100 ha,455.5,17,0.23303632625085677
1995,NT,100.1 - 1 000 ha,6548.0,14,0.19191226867717615
1995,NT,1000 - 10 000 ha,54870.0,15,0.205620287868403
1995,NT,Over 100 000,2447100.0,6,0.0822481151473612
1995,NT,Up to 0.1 ha,2.69,54,0.7402330363262509
1996,NT,0.11 - 1.0 ha,55.85,83,1.13776559287183
1996,NT,1.1 - 10 ha,322.2,77,1.0555174777244687
1996,NT,10 000 - 100 000 ha,244658.9,13,0.17820424948594926
1996,NT,10.1 - 100 ha,2498.5,51,0.6991089787525703
1996,NT,100.1 - 1 000 ha,25542.0,53,0.7265250171350239
1996,NT,1000 - 10 000 ha,98464.9,31,0.4249485949280329
1996,NT,Up to 0.1 ha,2.37,42,0.5757368060315284
1997,NT,0.11 - 1.0 ha,10.3,20,0.2741603838245374
1997,NT,1.1 - 10 ha,126.1,31,0.4249485949280329
1997,NT,10 000 - 100 000 ha,98825.0,1,0.013708019191226866
1997,NT,10.1 - 100 ha,369.0,13,0.17820424948594926
1997,NT,100.1 - 1 000 ha,4190.0,13,0.17820424948594926
1997,NT,1000 - 10 000 ha,23010.0,5,0.06854009595613435
1997,NT,Up to 0.1 ha,0.87,22,0.3015764222069911
1998,NT,0.11 - 1.0 ha,54.35,83,1.13776559287183
1998,NT,1.1 - 10 ha,409.85,98,1.343385880740233
1998,NT,10 000 - 100 000 ha,845443.0,25,0.3427004797806717
1998,NT,10.1 - 100 ha,2027.0,54,0.7402330363262509
1998,NT,100.1 - 1 000 ha,15436.1,34,0.46607265250171354
1998,NT,1000 - 10 000 ha,195837.0,44,0.6031528444139822
1998,NT,Over 100 000,399750.7,3,0.0411240575736806
1998,NT,Up to 0.1 ha,2.16,58,0.7950651130911583
1999,NT,0.11 - 1.0 ha,23.85,36,0.49348869088416725
1999,NT,1.1 - 10 ha,198.8,48,0.6579849211788896
1999,NT,10 000 - 100 000 ha,94781.0,4,0.054832076764907464
1999,NT,10.1 - 100 ha,656.0,20,0.2741603838245374
1999,NT,100.1 - 1 000 ha,6859.0,16,0.21932830705962986
1999,NT,1000 - 10 000 ha,87451.0,18,0.24674434544208362
1999,NT,Over 100 000,371064.0,2,0.027416038382453732
1999,NT,Up to 0.1 ha,0.99,28,0.3838245373543523
2000,NT,0.11 - 1.0 ha,47.0,75,1.0281014393420151
2000,NT,1.1 - 10 ha,252.0,70,0.9595613433858807
2000,NT,10 000 - 100 000 ha,51140.0,3,0.0411240575736806
2000,NT,10.1 - 100 ha,1672.4,40,0.5483207676490748
2000,NT,100.1 - 1 000 ha,7733.0,16,0.21932830705962986
2000,NT,1000 - 10 000 ha,116989.0,28,0.3838245373543523
2000,NT,Up to 0.1 ha,2.39,43,0.5894448252227553
2001,NT,0.11 - 1.0 ha,20.15,33,0.45236463331048665
2001,NT,1.1 - 10 ha,145.0,34,0.46607265250171354
2001,NT,10 000 - 100 000 ha,67000.0,4,0.054832076764907464
2001,NT,10.1 - 100 ha,252.3,13,0.17820424948594926
2001,NT,100.1 - 1 000 ha,1653.0,4,0.054832076764907464
2001,NT,1000 - 10 000 ha,42190.0,11,0.15078821110349555
2001,NT,Up to 0.1 ha,1.27,28,0.3838245373543523
2002,NT,0.11 - 1.0 ha,12.5,20,0.2741603838245374
2002,NT,1.1 - 10 ha,105.7,28,0.3838245373543523
2002,NT,10.1 - 100 ha,417.4,11,0.15078821110349555
2002,NT,100.1 - 1 000 ha,3985.0,7,0.09595613433858807
2002,NT,1000 - 10 000 ha,22568.0,7,0.09595613433858807
2002,NT,Up to 0.1 ha,0.57,12,0.1644962302947224
2003,NT,0.11 - 1.0 ha,19.36,32,0.4386566141192597
2003,NT,1.1 - 10 ha,148.5,42,0.5757368060315284
2003,NT,10 000 - 100 000 ha,77330.0,4,0.054832076764907464
2003,NT,10.1 - 100 ha,1000.8,25,0.3427004797806717
2003,NT,100.1 - 1 000 ha,7067.5,16,0.21932830705962986
2003,NT,1000 - 10 000 ha,42254.3,16,0.21932830705962986
2003,NT,Up to 0.1 ha,0.94,25,0.3427004797806717
2004,NT,0.11 - 1.0 ha,44.45,65,0.8910212474297465
2004,NT,1.1 - 10 ha,187.3,50,0.6854009595613434
2004,NT,10 000 - 100 000 ha,299697.72,10,0.1370801919122687
2004,NT,10.1 - 100 ha,1802.14,36,0.49348869088416725
2004,NT,100.1 - 1 000 ha,13803.78,38,0.5209047292666209
2004,NT,1000 - 10 000 ha,200082.43,50,0.6854009595613434
2004,NT,Up to 0.1 ha,3.21,48,0.6579849211788896
2005,NT,0.11 - 1.0 ha,32.45,57,0.7813570938999315
2005,NT,1.1 - 10 ha,284.16,69,0.945853324194654
2005,NT,10 000 - 100 000 ha,142095.59,5,0.06854009595613435
2005,NT,10.1 - 100 ha,1929.88,45,0.616860863605209
2005,NT,100.1 - 1 000 ha,10122.9,27,0.37011651816312546
2005,NT,1000 - 10 000 ha,63665.74,19,0.26045236463331045
2005,NT,Up to 0.1 ha,1.9,39,0.5346127484578478
2006,NT,0.11 - 1.0 ha,22.01,36,0.49348869088416725
2006,NT,1.1 - 10 ha,145.34,39,0.5346127484578478
2006,NT,10.1 - 100 ha,1329.1,33,0.45236463331048665
2006,NT,100.1 - 1 000 ha,7964.6,19,0.26045236463331045
2006,NT,1000 - 10 000 ha,43934.46,15,0.205620287868403
2006,NT,Up to 0.1 ha,1.52,24,0.3289924605894448
2007,NT,0.11 - 1.0 ha,20.54,41,0.5620287868403016
2007,NT,1.1 - 10 ha,150.3,40,0.5483207676490748
2007,NT,10 000 - 100 000 ha,376418.19,10,0.1370801919122687
2007,NT,10.1 - 100 ha,957.19,27,0.37011651816312546
2007,NT,100.1 - 1 000 ha,11162.34,29,0.3975325565455792
2007,NT,1000 - 10 000 ha,56419.58,14,0.19191226867717615
2007,NT,Up to 0.1 ha,1.24,23,0.31528444139821793
2008,NT,0.11 - 1.0 ha,19.75,33,0.45236463331048665
2008,NT,1.1 - 10 ha,201.41,53,0.7265250171350239
2008,NT,10 000 - 100 000 ha,210375.06,4,0.054832076764907464
2008,NT,10.1 - 100 ha,3332.5,72,0.9869773817683345
2008,NT,100.1 - 1 000 ha,11278.26,33,0.45236463331048665
2008,NT,1000 - 10 000 ha,83580.66,23,0.31528444139821793
2008,NT,Up to 0.1 ha,1.11,22,0.3015764222069911
2009,NT,0.11 - 1.0 ha,7.3,17,0.23303632625085677
2009,NT,1.1 - 10 ha,46.8,10,0.1370801919122687
2009,NT,10.1 - 100 ha,239.2,4,0.054832076764907464
2009,NT,100.1 - 1 000 ha,687.0,4,0.054832076764907464
2009,NT,1000 - 10 000 ha,1076.0,1,0.013708019191226866
2009,NT,Up to 0.1 ha,0.55,6,0.0822481151473612
2010,NT,0.11 - 1.0 ha,25.99,42,0.5757368060315284
2010,NT,1.1 - 10 ha,162.4,41,0.5620287868403016
2010,NT,10 000 - 100 000 ha,226705.05,9,0.12337217272104181
2010,NT,10.1 - 100 ha,1899.28,42,0.5757368060315284
2010,NT,100.1 - 1 000 ha,15629.07,32,0.4386566141192597
2010,NT,1000 - 10 000 ha,106503.8,30,0.411240575736806
2010,NT,Up to 0.1 ha,1.4,28,0.3838245373543523
2011,NT,0.11 - 1.0 ha,25.8075,43,0.5894448252227553
2011,NT,1.1 - 10 ha,214.2,49,0.6716929403701165
2011,NT,10 000 - 100 000 ha,228392.0,5,0.06854009595613435
2011,NT,10.1 - 100 ha,1036.1414,29,0.3975325565455792
2011,NT,100.1 - 1 000 ha,9735.0557,23,0.31528444139821793
2011,NT,1000 - 10 000 ha,90176.37,23,0.31528444139821793
2011,NT,Up to 0.1 ha,1.25,27,0.37011651816312546
2012,NT,0.11 - 1.0 ha,27.0,42,0.5757368060315284
2012,NT,1.1 - 10 ha,272.2,57,0.7813570938999315
2012,NT,10 000 - 100 000 ha,129027.0,6,0.0822481151473612
2012,NT,10.1 - 100 ha,2035.5,44,0.6031528444139822
2012,NT,100.1 - 1 000 ha,25225.97,53,0.7265250171350239
2012,NT,1000 - 10 000 ha,143167.16,43,0.5894448252227553
2012,NT,Up to 0.1 ha,1.53,36,0.49348869088416725
2013,NT,0.11 - 1.0 ha,22.47,38,0.5209047292666209
2013,NT,1.1 - 10 ha,223.0,49,0.6716929403701165
2013,NT,10 000 - 100 000 ha,359372.21,15,0.205620287868403
2013,NT,10.1 - 100 ha,1543.83,39,0.5346127484578478
2013,NT,100.1 - 1 000 ha,18944.19,43,0.5894448252227553
2013,NT,1000 - 10 000 ha,157765.9,42,0.5757368060315284
2013,NT,Up to 0.1 ha,1.12,22,0.3015764222069911
2014,NT,0.11 - 1.0 ha,42.9,64,0.8773132282385194
2014,NT,1.1 - 10 ha,191.42,39,0.5346127484578478
2014,NT,10 000 - 100 000 ha,1203014.2,44,0.6031528444139822
2014,NT,10.1 - 100 ha,1989.73,49,0.6716929403701165
2014,NT,100.1 - 1 000 ha,34689.82,80,1.0966415352981496
2014,NT,1000 - 10 000 ha,287087.42,76,1.0418094585332418
2014,NT,Over 100 000,1891273.2,8,0.10966415352981493
2014,NT,Up to 0.1 ha,1.83,25,0.3427004797806717
2015,NT,0.11 - 1.0 ha,24.7,37,0.5071967100753941
2015,NT,1.1 - 10 ha,137.54,27,0.37011651816312546
2015,NT,10 000 - 100 000 ha,415971.78,15,0.205620287868403
2015,NT,10.1 - 100 ha,1790.66,35,0.47978067169294036
2015,NT,100.1 - 1 000 ha,22017.78,48,0.6579849211788896
2015,NT,1000 - 10 000 ha,207043.94,57,0.7813570938999315
2015,NT,Up to 0.1 ha,1.24,26,0.3564084989718985
2016,NT,0.11 - 1.0 ha,15.74,28,0.3838245373543523
2016,NT,1.1 - 10 ha,150.9,31,0.4249485949280329
2016,NT,10 000 - 100 000 ha,129342.33,5,0.06854009595613435
2016,NT,10.1 - 100 ha,1553.43,33,0.45236463331048665
2016,NT,100.1 - 1 000 ha,11847.41,30,0.411240575736806
2016,NT,1000 - 10 000 ha,112088.14,31,0.4249485949280329
2016,NT,Up to 0.1 ha,1.41,30,0.411240575736806
2017,NT,0.11 - 1.0 ha,18.4,29,0.3975325565455792
2017,NT,1.1 - 10 ha,92.8,26,0.3564084989718985
2017,NT,10 000 - 100 000 ha,340250.0,13,0.17820424948594926
2017,NT,10.1 - 100 ha,2103.3,46,0.6305688827964359
2017,NT,100.1 - 1 000 ha,22460.08,51,0.6991089787525703
2017,NT,1000 - 10 000 ha,189207.0,56,0.7676490747087046
2017,NT,Over 100 000,476126.0,2,0.027416038382453732
2017,NT,Up to 0.1 ha,1.23,38,0.5209047292666209
2018,NT,0.11 - 1.0 ha,2.8,4,0.054832076764907464
2018,NT,1.1 - 10 ha,49.5,13,0.17820424948594926
2018,NT,10.1 - 100 ha,842.2,19,0.26045236463331045
2018,NT,100.1 - 1 000 ha,3646.6,10,0.1370801919122687
2018,NT,1000 - 10 000 ha,11196.1,5,0.06854009595613435
2018,NT,Up to 0.1 ha,0.44,8,0.10966415352981493
2019,NT,0.11 - 1.0 ha,11.25,23,0.31528444139821793
2019,NT,1.1 - 10 ha,129.85,27,0.37011651816312546
2019,NT,10 000 - 100 000 ha,52813.0,1,0.013708019191226866
2019,NT,10.1 - 100 ha,1205.78,29,0.3975325565455792
2019,NT,100.1 - 1 000 ha,8938.15,27,0.37011651816312546
2019,NT,1000 - 10 000 ha,42068.01,14,0.19191226867717615
2019,NT,Up to 0.1 ha,1.13,25,0.3427004797806717
1990,ON,0.11 - 1.0 ha,319.3000039,1283,3.660902813445186
1990,ON,1.1 - 10 ha,725.0999995,210,0.5992124636192433
1990,ON,10 000 - 100 000 ha,128990.0,7,0.019973748787308107
1990,ON,10.1 - 100 ha,2393.800002,59,0.16835016835016833
1990,ON,100.1 - 1 000 ha,16031.0,41,0.11698910003994749
