Year,Location,Fire size class,Area_hectares,Number,Number_Percentage
1998,QC,10.1 - 100 ha,586.3,16,0.0753934596173782
1998,QC,100.1 - 1 000 ha,9696.5,20,0.09424182452172274
1998,QC,1000 - 10 000 ha,67724.0,17,0.08010555084346432
1998,QC,Over 100 000,101457.0,1,0.0047120912260861375
1998,QC,Up to 0.1 ha,11.7,496,2.337197248138724
1999,QC,0.11 - 1.0 ha,113.4,238,1.1214777118085006
1999,QC,1.1 - 10 ha,438.5,139,0.6549806804259731
1999,QC,10 000 - 100 000 ha,68482.0,2,0.009424182452172275
1999,QC,10.1 - 100 ha,832.8,32,0.1507869192347564
1999,QC,100.1 - 1 000 ha,3142.2,10,0.04712091226086137
1999,QC,1000 - 10 000 ha,24724.4,7,0.03298463858260296
1999,QC,Up to 0.1 ha,13.9,609,2.8696635566864575
2000,QC,0.11 - 1.0 ha,53.7,113,0.5324663085477335
2000,QC,1.1 - 10 ha,234.5,77,0.3628310244086325
2000,QC,10 000 - 100 000 ha,27826.0,2,0.009424182452172275
2000,QC,10.1 - 100 ha,613.2,17,0.08010555084346432
2000,QC,100.1 - 1 000 ha,2877.0,9,0.04240882103477523
2000,QC,1000 - 10 000 ha,7597.0,5,0.023560456130430684
2000,QC,Up to 0.1 ha,6.9,293,1.3806427292432382
2001,QC,0.11 - 1.0 ha,101.0,218,1.027235887286778
2001,QC,1.1 - 10 ha,417.8,122,0.5748751295825087
2001,QC,10 000 - 100 000 ha,19137.0,1,0.0047120912260861375
2001,QC,10.1 - 100 ha,947.0,25,0.11780228065215341
2001,QC,100.1 - 1 000 ha,2073.1,4,0.01884836490434455
2001,QC,1000 - 10 000 ha,10379.0,2,0.009424182452172275
2001,QC,Up to 0.1 ha,13.3,631,2.9733295636603523
2002,QC,0.11 - 1.0 ha,81.6,175,0.824615964565074
2002,QC,1.1 - 10 ha,394.0,115,0.5418904909999057
2002,QC,10 000 - 100 000 ha,667922.0,21,0.09895391574780887
2002,QC,10.1 - 100 ha,842.3,28,0.13193855433041185
2002,QC,100.1 - 1 000 ha,13445.0,33,0.15549901046084252
2002,QC,1000 - 10 000 ha,104440.0,35,0.1649231929130148
2002,QC,Over 100 000,226614.0,2,0.009424182452172275
2002,QC,Up to 0.1 ha,10.7,486,2.2900763358778624
2003,QC,0.11 - 1.0 ha,74.1,156,0.7350862312694374
2003,QC,1.1 - 10 ha,373.1,113,0.5324663085477335
2003,QC,10 000 - 100 000 ha,28905.0,2,0.009424182452172275
2003,QC,10.1 - 100 ha,1673.8,48,0.22618037885213457
2003,QC,100.1 - 1 000 ha,9597.0,25,0.11780228065215341
2003,QC,1000 - 10 000 ha,47227.0,10,0.04712091226086137
2003,QC,Up to 0.1 ha,10.3,362,1.7057770238431815
2004,QC,0.11 - 1.0 ha,33.2,67,0.31571011214777117
2004,QC,1.1 - 10 ha,150.6,38,0.1790594665912732
2004,QC,10.1 - 100 ha,242.9,7,0.03298463858260296
2004,QC,100.1 - 1 000 ha,2613.0,4,0.01884836490434455
2004,QC,Up to 0.1 ha,4.5,203,0.9565545188954858
2005,QC,0.11 - 1.0 ha,150.2,317,1.4937329186693054
2005,QC,1.1 - 10 ha,669.4,206,0.9706907925737442
2005,QC,10 000 - 100 000 ha,594661.0,24,0.11309018942606729
2005,QC,10.1 - 100 ha,1600.2,50,0.23560456130430682
2005,QC,100.1 - 1 000 ha,15541.0,42,0.19790783149561775
2005,QC,1000 - 10 000 ha,187494.0,50,0.23560456130430682
2005,QC,Up to 0.1 ha,14.5,685,3.2277824898690035
2006,QC,0.11 - 1.0 ha,68.4,163,0.7680708698520403
2006,QC,1.1 - 10 ha,395.1,105,0.49476957873904437
2006,QC,10 000 - 100 000 ha,80089.0,3,0.01413627367825841
2006,QC,10.1 - 100 ha,1604.6,41,0.19319574026953162
2006,QC,100.1 - 1 000 ha,9640.0,23,0.10837809819998115
2006,QC,1000 - 10 000 ha,44545.0,13,0.06125718593911979
2006,QC,Up to 0.1 ha,9.0,335,1.5785505607388557
2007,QC,0.11 - 1.0 ha,106.3,225,1.0602205258693809
2007,QC,1.1 - 10 ha,539.1,150,0.7068136839129205
2007,QC,10 000 - 100 000 ha,206926.0,10,0.04712091226086137
2007,QC,10.1 - 100 ha,1908.3,55,0.2591650174347376
2007,QC,100.1 - 1 000 ha,16920.7,37,0.17434737536518707
2007,QC,1000 - 10 000 ha,116271.3,32,0.1507869192347564
2007,QC,Up to 0.1 ha,10.4,426,2.0073508623126943
2008,QC,0.11 - 1.0 ha,24.4,52,0.24502874375647915
2008,QC,1.1 - 10 ha,103.5,26,0.12251437187823958
2008,QC,10.1 - 100 ha,472.0,13,0.06125718593911979
2008,QC,100.1 - 1 000 ha,879.0,2,0.009424182452172275
2008,QC,Up to 0.1 ha,2.7,129,0.6078597681651117
2009,QC,0.11 - 1.0 ha,60.6,112,0.5277542173216474
2009,QC,1.1 - 10 ha,266.3,75,0.35340684195646027
2009,QC,10 000 - 100 000 ha,26878.6,1,0.0047120912260861375
2009,QC,10.1 - 100 ha,1372.9,32,0.1507869192347564
2009,QC,100.1 - 1 000 ha,5265.2,14,0.06596927716520593
2009,QC,1000 - 10 000 ha,60122.4,16,0.0753934596173782
2009,QC,Up to 0.1 ha,5.7,233,1.0979172556780699
2010,QC,0.11 - 1.0 ha,79.8,193,0.9094336066346245
2010,QC,1.1 - 10 ha,365.5,110,0.5183300348694752
2010,QC,10 000 - 100 000 ha,160153.5,9,0.04240882103477523
2010,QC,10.1 - 100 ha,961.0,28,0.13193855433041185
2010,QC,100.1 - 1 000 ha,5981.6,20,0.09424182452172274
2010,QC,1000 - 10 000 ha,40330.3,10,0.04712091226086137
2010,QC,Over 100 000,107004.1,1,0.0047120912260861375
2010,QC,Up to 0.1 ha,8.0,366,1.7246253887475262
2011,QC,0.11 - 1.0 ha,33.8,73,0.343982659504288
2011,QC,1.1 - 10 ha,176.9,52,0.24502874375647915
2011,QC,10.1 - 100 ha,333.4,9,0.04240882103477523
2011,QC,100.1 - 1 000 ha,4287.3,11,0.051833003486947506
2011,QC,1000 - 10 000 ha,7561.4,3,0.01413627367825841
2011,QC,Up to 0.1 ha,4.7,181,0.8528885119215908
2012,QC,0.11 - 1.0 ha,72.4,165,0.7774950523042126
2012,QC,1.1 - 10 ha,318.4,105,0.49476957873904437
2012,QC,10 000 - 100 000 ha,31549.5,2,0.009424182452172275
2012,QC,10.1 - 100 ha,838.8,30,0.14136273678258413
2012,QC,100.1 - 1 000 ha,5639.4,17,0.08010555084346432
2012,QC,1000 - 10 000 ha,25612.0,8,0.0376967298086891
2012,QC,Up to 0.1 ha,12.6,468,2.205258693808312
2013,QC,0.11 - 1.0 ha,44.6,97,0.4570728489303553
2013,QC,1.1 - 10 ha,245.0,73,0.343982659504288
2013,QC,10 000 - 100 000 ha,427278.3,14,0.06596927716520593
2013,QC,10.1 - 100 ha,1248.3,30,0.14136273678258413
2013,QC,100.1 - 1 000 ha,4768.6,16,0.0753934596173782
2013,QC,1000 - 10 000 ha,85813.0,22,0.10366600697389501
2013,QC,Over 100 000,1353437.0,5,0.023560456130430684
2013,QC,Up to 0.1 ha,7.4,258,1.2157195363302233
2014,QC,0.11 - 1.0 ha,26.9,64,0.3015738384695128
2014,QC,1.1 - 10 ha,118.8,35,0.1649231929130148
2014,QC,10 000 - 100 000 ha,37904.2,2,0.009424182452172275
2014,QC,10.1 - 100 ha,562.3,16,0.0753934596173782
2014,QC,100.1 - 1 000 ha,3186.4,10,0.04712091226086137
2014,QC,1000 - 10 000 ha,21919.4,5,0.023560456130430684
2014,QC,Up to 0.1 ha,2.7,160,0.7539345961737819
2015,QC,0.11 - 1.0 ha,39.1,94,0.44293657525209684
2015,QC,1.1 - 10 ha,187.8,60,0.28272547356516825
2015,QC,10.1 - 100 ha,193.3,7,0.03298463858260296
2015,QC,100.1 - 1 000 ha,2891.6,9,0.04240882103477523
2015,QC,1000 - 10 000 ha,2059.9,2,0.009424182452172275
2015,QC,Up to 0.1 ha,7.9,212,0.9989633399302611
2016,QC,0.11 - 1.0 ha,55.2,118,0.5560267646781641
2016,QC,1.1 - 10 ha,248.6,67,0.31571011214777117
2016,QC,10.1 - 100 ha,1352.4,38,0.1790594665912732
2016,QC,100.1 - 1 000 ha,11880.9,32,0.1507869192347564
2016,QC,1000 - 10 000 ha,19823.1,10,0.04712091226086137
2016,QC,Up to 0.1 ha,10.6,337,1.587974743191028
2017,QC,0.11 - 1.0 ha,23.0,52,0.24502874375647915
2017,QC,1.1 - 10 ha,81.0,28,0.13193855433041185
2017,QC,10 000 - 100 000 ha,15430.4,1,0.0047120912260861375
2017,QC,10.1 - 100 ha,371.6,8,0.0376967298086891
2017,QC,100.1 - 1 000 ha,3362.1,10,0.04712091226086137
2017,QC,1000 - 10 000 ha,19120.3,7,0.03298463858260296
2017,QC,Up to 0.1 ha,3.5,211,0.9942512487041749
2018,QC,0.11 - 1.0 ha,51.2,127,0.5984355857129394
2018,QC,1.1 - 10 ha,263.2,75,0.35340684195646027
2018,QC,10 000 - 100 000 ha,12985.0,1,0.0047120912260861375
2018,QC,10.1 - 100 ha,979.6,32,0.1507869192347564
2018,QC,100.1 - 1 000 ha,5970.9,19,0.0895297332956366
2018,QC,1000 - 10 000 ha,66001.1,17,0.08010555084346432
2018,QC,Up to 0.1 ha,9.7,321,1.51258128357365
2019,QC,0.11 - 1.0 ha,30.5,72,0.33927056827820185
2019,QC,1.1 - 10 ha,94.7,29,0.13665064555649797
2019,QC,10.1 - 100 ha,441.3,14,0.06596927716520593
2019,QC,100.1 - 1 000 ha,1876.5,7,0.03298463858260296
2019,QC,1000 - 10 000 ha,7156.0,3,0.01413627367825841
2019,QC,Up to 0.1 ha,5.0,232,1.0932051644519838
1990,SK,0.11 - 1.0 ha,145.05,254,1.49667079134995
1990,SK,1.1 - 10 ha,372.1,94,0.5538860408932885
1990,SK,10 000 - 100 000 ha,152988.826,7,0.04124683283247893
1990,SK,10.1 - 100 ha,1767.965759,51,0.3005126392080608
1990,SK,100.1 - 1 000 ha,8686.09348,21,0.1237404984974368
1990,SK,1000 - 10 000 ha,52077.60298,18,0.10606328442637442
1990,SK,Up to 0.1 ha,18.04,452,2.6633669200400685
1991,SK,0.11 - 1.0 ha,110.45,190,1.1195568911672853
1991,SK,1.1 - 10 ha,459.22,104,0.6128100877968299
1991,SK,10 000 - 100 000 ha,133317.1,6,0.035354428142124805
1991,SK,10.1 - 100 ha,1931.99,52,0.30640504389841494
1991,SK,100.1 - 1 000 ha,8201.41,25,0.14731011725885335
1991,SK,1000 - 10 000 ha,54142.18,17,0.10017087973602026
1991,SK,Up to 0.1 ha,12.76,368,2.168404926050321
1992,SK,0.11 - 1.0 ha,102.49,179,1.05474043957339
1992,SK,1.1 - 10 ha,365.64,97,0.571563254964351
1992,SK,10 000 - 100 000 ha,73337.64,3,0.017677214071062403
1992,SK,10.1 - 100 ha,1502.14,44,0.2592658063755819
1992,SK,100.1 - 1 000 ha,6956.17,20,0.11784809380708267
1992,SK,1000 - 10 000 ha,15480.3,4,0.023569618761416535
1992,SK,Up to 0.1 ha,12.01,352,2.074126451004655
1993,SK,0.11 - 1.0 ha,106.6,200,1.1784809380708268
1993,SK,1.1 - 10 ha,367.28,88,0.5185316127511638
1993,SK,10 000 - 100 000 ha,204500.0,6,0.035354428142124805
1993,SK,10.1 - 100 ha,2450.65,61,0.3594366861116021
1993,SK,100.1 - 1 000 ha,10645.85,32,0.18855695009133228
1993,SK,1000 - 10 000 ha,88405.01,18,0.10606328442637442
1993,SK,Over 100 000,301715.3,1,0.005892404690354134
1993,SK,Up to 0.1 ha,9.15,239,1.4082847209946379
1994,SK,0.11 - 1.0 ha,148.65,231,1.3611454834718049
1994,SK,1.1 - 10 ha,353.3,100,0.5892404690354134
1994,SK,10 000 - 100 000 ha,428732.0,17,0.10017087973602026
1994,SK,10.1 - 100 ha,2126.77,50,0.2946202345177067
1994,SK,100.1 - 1 000 ha,6937.86,17,0.10017087973602026
1994,SK,1000 - 10 000 ha,106366.3,25,0.14731011725885335
1994,SK,Over 100 000,301344.0,2,0.011784809380708267
1994,SK,Up to 0.1 ha,10.57,255,1.502563196040304
1995,SK,0.11 - 1.0 ha,127.12,198,1.1666961286901185
1995,SK,1.1 - 10 ha,412.25,95,0.5597784455836426
1995,SK,10 000 - 100 000 ha,924086.0,23,0.13552530787814507
1995,SK,10.1 - 100 ha,1443.15,31,0.18266454540097815
1995,SK,100.1 - 1 000 ha,11293.5,32,0.18855695009133228
1995,SK,1000 - 10 000 ha,117563.8,32,0.18855695009133228
1995,SK,Over 100 000,593500.0,4,0.023569618761416535
1995,SK,Up to 0.1 ha,8.07,235,1.3847151022332214
1996,SK,0.11 - 1.0 ha,54.48,89,0.5244240174415179
1996,SK,1.1 - 10 ha,185.72,55,0.32408225796947737
1996,SK,10.1 - 100 ha,915.0,23,0.13552530787814507
1996,SK,100.1 - 1 000 ha,4257.7,14,0.08249366566495786
1996,SK,1000 - 10 000 ha,7565.0,3,0.017677214071062403
1996,SK,Up to 0.1 ha,9.09,241,1.4200695303753463
1997,SK,0.11 - 1.0 ha,71.81,126,0.7424429909846209
1997,SK,1.1 - 10 ha,292.65,81,0.4772847799186848
1997,SK,10.1 - 100 ha,1199.24,28,0.16498733132991572
1997,SK,100.1 - 1 000 ha,2303.8,9,0.05303164221318721
1997,SK,Up to 0.1 ha,9.41,245,1.4436391491367626
1998,SK,0.11 - 1.0 ha,199.5,352,2.074126451004655
1998,SK,1.1 - 10 ha,827.4,201,1.184373342761181
1998,SK,10 000 - 100 000 ha,625272.0,21,0.1237404984974368
1998,SK,10.1 - 100 ha,4504.2,107,0.6304873018678923
1998,SK,100.1 - 1 000 ha,21399.0,67,0.3947911142537269
1998,SK,1000 - 10 000 ha,125470.0,37,0.21801897354310293
1998,SK,Over 100 000,261000.0,2,0.011784809380708267
1998,SK,Up to 0.1 ha,24.12,479,2.82246184667963
1999,SK,0.11 - 1.0 ha,87.65,157,0.925107536385599
1999,SK,1.1 - 10 ha,415.01,119,0.701196158152142
1999,SK,10 000 - 100 000 ha,109887.1,5,0.029462023451770666
1999,SK,10.1 - 100 ha,2223.9,49,0.2887278298273525
1999,SK,100.1 - 1 000 ha,6899.88,24,0.14141771256849922
1999,SK,1000 - 10 000 ha,61295.0,20,0.11784809380708267
1999,SK,Up to 0.1 ha,11.7,366,2.156620116669613
2000,SK,0.11 - 1.0 ha,75.36,115,0.6776265393907254
2000,SK,1.1 - 10 ha,272.03,65,0.3830063048730187
2000,SK,10 000 - 100 000 ha,113432.0,4,0.023569618761416535
2000,SK,10.1 - 100 ha,1316.79,34,0.20034175947204053
2000,SK,100.1 - 1 000 ha,4195.32,16,0.09427847504566614
2000,SK,1000 - 10 000 ha,21509.74,9,0.05303164221318721
2000,SK,Up to 0.1 ha,4.93,171,1.007601202050557
2001,SK,0.11 - 1.0 ha,131.36,241,1.4200695303753463
2001,SK,1.1 - 10 ha,524.4,144,0.8485062754109953
2001,SK,10 000 - 100 000 ha,129460.0,6,0.035354428142124805
2001,SK,10.1 - 100 ha,3636.25,79,0.4654999705379766
2001,SK,100.1 - 1 000 ha,10793.85,33,0.1944493547816864
2001,SK,1000 - 10 000 ha,58870.2,15,0.088386070355312
2001,SK,Up to 0.1 ha,12.36,338,1.9916327853396971
2002,SK,0.11 - 1.0 ha,134.79,242,1.4259619350657002
2002,SK,1.1 - 10 ha,634.2,166,0.9781391785987862
2002,SK,10 000 - 100 000 ha,639307.0,23,0.13552530787814507
2002,SK,10.1 - 100 ha,4050.36,102,0.6010252784161216
2002,SK,100.1 - 1 000 ha,20600.5,54,0.3181898532791232
2002,SK,1000 - 10 000 ha,63747.0,20,0.11784809380708267
2002,SK,Over 100 000,151126.0,1,0.005892404690354134
2002,SK,Up to 0.1 ha,10.19,272,1.6027340757763242
2003,SK,0.11 - 1.0 ha,107.12,197,1.1608037239997644
2003,SK,1.1 - 10 ha,359.15,97,0.571563254964351
2003,SK,10 000 - 100 000 ha,60199.0,4,0.023569618761416535
2003,SK,10.1 - 100 ha,1486.75,37,0.21801897354310293
2003,SK,100.1 - 1 000 ha,10594.0,23,0.13552530787814507
2003,SK,1000 - 10 000 ha,52909.0,16,0.09427847504566614
2003,SK,Up to 0.1 ha,8.73,266,1.5673796476341995
2004,SK,0.11 - 1.0 ha,54.01,86,0.5067468033704555
2004,SK,1.1 - 10 ha,259.85,74,0.43603794708620586
2004,SK,10 000 - 100 000 ha,115322.5,6,0.035354428142124805
2004,SK,10.1 - 100 ha,974.3,27,0.1590949266395616
2004,SK,100.1 - 1 000 ha,13653.1,31,0.18266454540097815
2004,SK,1000 - 10 000 ha,127864.8,33,0.1944493547816864
2004,SK,Up to 0.1 ha,3.05,72,0.42425313770549766
2005,SK,0.11 - 1.0 ha,42.15,72,0.42425313770549766
2005,SK,1.1 - 10 ha,269.5,64,0.37711390018266455
2005,SK,10 000 - 100 000 ha,104613.0,5,0.029462023451770666
2005,SK,10.1 - 100 ha,1393.9,38,0.22391137823345708
2005,SK,100.1 - 1 000 ha,11875.0,25,0.14731011725885335
2005,SK,1000 - 10 000 ha,95576.0,26,0.15320252194920747
2005,SK,Up to 0.1 ha,3.91,93,0.5479936362029344
2006,SK,0.11 - 1.0 ha,50.53,95,0.5597784455836426
2006,SK,1.1 - 10 ha,417.2,103,0.6069176831064758
2006,SK,10 000 - 100 000 ha,509394.0,17,0.10017087973602026
2006,SK,10.1 - 100 ha,1856.0,47,0.27694302044664426
2006,SK,100.1 - 1 000 ha,18672.0,42,0.2474809969948736
2006,SK,1000 - 10 000 ha,146657.0,42,0.2474809969948736
2006,SK,Over 100 000,526674.0,3,0.017677214071062403
2006,SK,Up to 0.1 ha,5.81,151,0.8897531082434742
2007,SK,0.11 - 1.0 ha,37.63,70,0.41246832832478936
2007,SK,1.1 - 10 ha,255.25,70,0.41246832832478936
2007,SK,10 000 - 100 000 ha,140373.0,4,0.023569618761416535
2007,SK,10.1 - 100 ha,1221.5,26,0.15320252194920747
2007,SK,100.1 - 1 000 ha,4552.0,9,0.05303164221318721
2007,SK,1000 - 10 000 ha,66428.5,19,0.11195568911672854
2007,SK,Up to 0.1 ha,5.24,168,0.9899239879794944
2008,SK,0.11 - 1.0 ha,54.47,120,0.707088562842496
2008,SK,1.1 - 10 ha,290.94,92,0.5421012315125803
2008,SK,10 000 - 100 000 ha,897767.0,25,0.14731011725885335
2008,SK,10.1 - 100 ha,1428.6,43,0.25337340168522776
2008,SK,100.1 - 1 000 ha,10677.4,27,0.1590949266395616
2008,SK,1000 - 10 000 ha,82776.0,23,0.13552530787814507
2008,SK,Over 100 000,137175.0,1,0.005892404690354134
2008,SK,Up to 0.1 ha,7.82,267,1.5732720523245536
2009,SK,0.11 - 1.0 ha,82.2,143,0.8426138707206411
2009,SK,1.1 - 10 ha,327.58,94,0.5538860408932885
2009,SK,10.1 - 100 ha,1135.0,30,0.176772140710624
2009,SK,100.1 - 1 000 ha,8466.8,26,0.15320252194920747
2009,SK,1000 - 10 000 ha,27541.4,9,0.05303164221318721
2009,SK,Up to 0.1 ha,6.39,209,1.231512580284014
2010,SK,0.11 - 1.0 ha,61.64,110,0.6481645159389547
2010,SK,1.1 - 10 ha,435.9,108,0.6363797065582464
2010,SK,10 000 - 100 000 ha,640753.0,19,0.11195568911672854
2010,SK,10.1 - 100 ha,2661.1,61,0.3594366861116021
2010,SK,100.1 - 1 000 ha,17019.6,46,0.27105061575629014
2010,SK,1000 - 10 000 ha,194054.33,50,0.2946202345177067
2010,SK,Over 100 000,879816.0,4,0.023569618761416535
2010,SK,Up to 0.1 ha,5.61,173,1.019386011431265
2011,SK,0.11 - 1.0 ha,41.9,72,0.42425313770549766
2011,SK,1.1 - 10 ha,251.03,69,0.40657592363443523
2011,SK,10 000 - 100 000 ha,305207.0,9,0.05303164221318721
2011,SK,10.1 - 100 ha,678.6,20,0.11784809380708267
2011,SK,100.1 - 1 000 ha,3721.0,10,0.05892404690354133
2011,SK,1000 - 10 000 ha,33817.0,11,0.06481645159389547
2011,SK,Up to 0.1 ha,3.46,112,0.6599493253196629
2012,SK,0.11 - 1.0 ha,63.4,127,0.748335395674975
2012,SK,1.1 - 10 ha,271.2,72,0.42425313770549766
2012,SK,10 000 - 100 000 ha,120883.1,5,0.029462023451770666
2012,SK,10.1 - 100 ha,2114.9,47,0.27694302044664426
2012,SK,100.1 - 1 000 ha,6592.2,19,0.11195568911672854
2012,SK,1000 - 10 000 ha,97575.7,30,0.176772140710624
2012,SK,Up to 0.1 ha,11.0,110,0.6481645159389547
2013,SK,0.11 - 1.0 ha,82.8,147,0.8661834894820576
2013,SK,1.1 - 10 ha,246.9,66,0.3888987095633728
2013,SK,10 000 - 100 000 ha,164134.7,6,0.035354428142124805
2013,SK,10.1 - 100 ha,1086.7,29,0.17087973602026987
2013,SK,100.1 - 1 000 ha,6665.0,15,0.088386070355312
2013,SK,1000 - 10 000 ha,69156.1,14,0.08249366566495786
2013,SK,Over 100 000,122449.8,1,0.005892404690354134
2013,SK,Up to 0.1 ha,15.1,151,0.8897531082434742
2014,SK,0.11 - 1.0 ha,58.3,96,0.5656708502739969
2014,SK,1.1 - 10 ha,361.5,88,0.5185316127511638
2014,SK,10 000 - 100 000 ha,238867.9,11,0.06481645159389547
2014,SK,10.1 - 100 ha,1577.91,36,0.21212656885274883
2014,SK,100.1 - 1 000 ha,10767.27,32,0.18855695009133228
2014,SK,1000 - 10 000 ha,91139.1,25,0.14731011725885335
2014,SK,Up to 0.1 ha,11.5,115,0.6776265393907254
2015,SK,0.11 - 1.0 ha,95.2,189,1.1136644864769312
2015,SK,1.1 - 10 ha,418.079667,115,0.6776265393907254
2015,SK,10 000 - 100 000 ha,586875.02,24,0.14141771256849922
2015,SK,10.1 - 100 ha,2411.12918,54,0.3181898532791232
2015,SK,100.1 - 1 000 ha,26903.72884,63,0.3712214954923104
2015,SK,1000 - 10 000 ha,204971.5866,61,0.3594366861116021
2015,SK,Over 100 000,937037.2052,6,0.035354428142124805
2015,SK,Up to 0.1 ha,21.1,211,1.2432973896647221
2016,SK,0.11 - 1.0 ha,61.7,117,0.6894113487714336
2016,SK,1.1 - 10 ha,318.4,87,0.5126392080608096
2016,SK,10 000 - 100 000 ha,219229.11,9,0.05303164221318721
2016,SK,10.1 - 100 ha,1744.02,39,0.2298037829238112
2016,SK,100.1 - 1 000 ha,7784.0,22,0.12963290318779094
2016,SK,1000 - 10 000 ha,25616.27,9,0.05303164221318721
2016,SK,Up to 0.1 ha,10.9,119,0.701196158152142
2017,SK,0.11 - 1.0 ha,41.9,82,0.48317718460903897
2017,SK,1.1 - 10 ha,183.7,48,0.28283542513699844
2017,SK,10 000 - 100 000 ha,187151.3,7,0.04124683283247893
2017,SK,10.1 - 100 ha,717.0,18,0.10606328442637442
2017,SK,100.1 - 1 000 ha,13680.8,32,0.18855695009133228
2017,SK,1000 - 10 000 ha,74196.1,24,0.14141771256849922
2017,SK,Over 100 000,123012.8,1,0.005892404690354134
2017,SK,Up to 0.1 ha,14.1,141,0.830829061339933
2018,SK,0.11 - 1.0 ha,72.2,136,0.8013670378881621
2018,SK,1.1 - 10 ha,420.3,100,0.5892404690354134
2018,SK,10 000 - 100 000 ha,48860.0,2,0.011784809380708267
2018,SK,10.1 - 100 ha,1472.5,40,0.23569618761416533
2018,SK,100.1 - 1 000 ha,8120.4,22,0.12963290318779094
2018,SK,1000 - 10 000 ha,96741.3,22,0.12963290318779094
2018,SK,Up to 0.1 ha,10.1,111,0.6540569206293088
2019,SK,0.11 - 1.0 ha,41.7,78,0.4596075658476224
2019,SK,1.1 - 10 ha,141.8,40,0.23569618761416533
2019,SK,10 000 - 100 000 ha,18454.1,1,0.005892404690354134
2019,SK,10.1 - 100 ha,1213.9,34,0.20034175947204053
2019,SK,100.1 - 1 000 ha,3456.4,13,0.07660126097460374
2019,SK,1000 - 10 000 ha,24838.2,8,0.04713923752283307
2019,SK,Up to 0.1 ha,7.5,83,0.4890695892993931
1990,YT,0.11 - 1.0 ha,15.74,34,0.9356081452944414
1990,YT,1.1 - 10 ha,85.7,24,0.6604292790313704
1990,YT,10 000 - 100 000 ha,152488.78,6,0.1651073197578426
1990,YT,10.1 - 100 ha,342.8,12,0.3302146395156852
1990,YT,100.1 - 1 000 ha,5125.38,12,0.3302146395156852
1990,YT,1000 - 10 000 ha,24831.57,5,0.13758943313153552
1990,YT,Up to 0.1 ha,1.95,61,1.6785910842047331
1991,YT,0.11 - 1.0 ha,21.15,37,1.0181618051733627
1991,YT,1.1 - 10 ha,124.2,33,0.9080902586681342
1991,YT,10 000 - 100 000 ha,45583.66,3,0.0825536598789213
1991,YT,10.1 - 100 ha,921.8,17,0.4678040726472207
1991,YT,100.1 - 1 000 ha,10601.53,21,0.5778756191524491
1991,YT,1000 - 10 000 ha,63016.89,22,0.6053935057787562
1991,YT,Up to 0.1 ha,1.59,54,1.4859658778205835
1992,YT,0.11 - 1.0 ha,12.33,27,0.7429829389102918
1992,YT,1.1 - 10 ha,37.0,6,0.1651073197578426
1992,YT,10 000 - 100 000 ha,17766.4,1,0.0275178866263071
1992,YT,10.1 - 100 ha,669.0,12,0.3302146395156852
1992,YT,100.1 - 1 000 ha,2624.42,5,0.13758943313153552
1992,YT,1000 - 10 000 ha,16704.92,5,0.13758943313153552
1992,YT,Up to 0.1 ha,1.0,60,1.6510731975784259
1993,YT,0.11 - 1.0 ha,11.28,22,0.6053935057787562
1993,YT,1.1 - 10 ha,119.7,26,0.7154650522839846
1993,YT,10 000 - 100 000 ha,71527.08,2,0.0550357732526142
1993,YT,10.1 - 100 ha,676.0,11,0.3026967528893781
1993,YT,100.1 - 1 000 ha,5933.55,12,0.3302146395156852
1993,YT,1000 - 10 000 ha,36834.72,11,0.3026967528893781
1993,YT,Up to 0.1 ha,1.98,52,1.4309301045679692
1994,YT,0.11 - 1.0 ha,22.55,38,1.0456796917996698
1994,YT,1.1 - 10 ha,172.75,42,1.1557512383048982
1994,YT,10 000 - 100 000 ha,266439.98,15,0.41276829939460646
1994,YT,10.1 - 100 ha,1056.0,23,0.6329113924050633
1994,YT,100.1 - 1 000 ha,9549.65,22,0.6053935057787562
1994,YT,1000 - 10 000 ha,144466.5,36,0.9906439185470555
1994,YT,Up to 0.1 ha,2.96,79,2.1739130434782608
1995,YT,0.11 - 1.0 ha,13.0,25,0.6879471656576774
1995,YT,1.1 - 10 ha,63.65,17,0.4678040726472207
1995,YT,10 000 - 100 000 ha,205061.87,6,0.1651073197578426
1995,YT,10.1 - 100 ha,572.19,12,0.3302146395156852
1995,YT,100.1 - 1 000 ha,5776.76,11,0.3026967528893781
1995,YT,1000 - 10 000 ha,50392.77,13,0.3577325261419923
1995,YT,Up to 0.1 ha,2.0,64,1.7611447440836543
1996,YT,0.11 - 1.0 ha,16.37,39,1.0731975784259769
1996,YT,1.1 - 10 ha,78.0,18,0.49532195927352773
1996,YT,10 000 - 100 000 ha,73180.08,4,0.1100715465052284
1996,YT,10.1 - 100 ha,583.0,13,0.3577325261419923
1996,YT,100.1 - 1 000 ha,7353.02,17,0.4678040726472207
1996,YT,1000 - 10 000 ha,9854.88,5,0.13758943313153552
1996,YT,Up to 0.1 ha,1.78,53,1.4584479911942763
1997,YT,0.11 - 1.0 ha,7.4,19,0.5228398458998349
1997,YT,1.1 - 10 ha,68.05,18,0.49532195927352773
1997,YT,10.1 - 100 ha,63.0,3,0.0825536598789213
1997,YT,100.1 - 1 000 ha,1064.3,5,0.13758943313153552
1997,YT,1000 - 10 000 ha,10265.69,3,0.0825536598789213
1997,YT,Up to 0.1 ha,1.61,64,1.7611447440836543
